Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
8/2020;2025;296;1166.619;617.1959999999999;4922.2445;6706.0595
8/2020;2035;489;1099.5014999999999;433.979;2761.973;4295.4535
8/2020;2045;687;765.2629999999999;323.304;2160.8889999999997;3249.4559999999997
8/2020;2055;650;642.2665000000001;280.535;1531.4569999999999;2454.2585
8/2020;2065;392;936.2629999999999;369.5405;3775.1384999999996;5080.941999999999
8/2020;2075;443;139.422;60.60999999999999;371.4975;571.5295
8/2020;2085;518;731.956;331.92999999999995;1875.0339999999999;2938.9199999999996
8/2020;2095;240;65.132;29.259999999999998;207.1855;301.5775
8/2020;2105;290;62.405499999999996;26.4955;171.817;260.71799999999996
8/2020;2115;274;1950.5115;952.0329999999999;5093.4345;7995.978999999999
8/2020;2125;422;92.30199999999999;37.696;346.199;476.19699999999995
8/2020;2135;500;1126.5479999999998;532.5794999999999;3414.6515;5073.7789999999995
8/2020;2145;198;109.2595;43.98499999999999;438.43449999999996;591.679
8/2020;2155;409;830.8795;357.789;2596.901;3785.5694999999996
8/2020;2165;289;235.467;84.0275;829.7584999999999;1149.253
8/2020;2175;413;67.7635;25.574;156.2275;249.56499999999997
8/2020;2185;309;1614.2685;857.812;5686.605;8158.6855
8/2020;2195;785;928.587;379.27799999999996;3265.1024999999995;4572.9675
8/2020;2205;585;1134.3474999999999;461.073;3906.0389999999998;5501.4595
8/2020;2215;573;1087.3794999999998;444.13449999999995;2630.2174999999997;4161.7315
8/2020;2225;111;29.488;11.875;76.15199999999999;117.515
8/2020;2235;258;1075.7514999999999;445.816;4353.1945000000005;5874.762
8/2020;2245;551;823.726;426.2365;2705.6095;3955.572
8/2020;2255;275;1750.1564999999998;869.8389999999999;4865.7195;7485.714999999999
8/2020;2265;634;947.7769999999999;408.1295;2752.9004999999997;4108.807
8/2020;2275;493;42.42699999999999;20.7955;173.5745;236.79699999999997
8/2020;2285;384;198.93;91.05749999999999;829.654;1119.6415
8/2020;2295;486;2928.736;1549.4499999999998;9092.0795;13570.2655
8/2020;2305;214;92.3685;35.207;353.837;481.41249999999997
8/2020;2315;721;1025.126;396.69149999999996;4089.0945;5510.911999999999
8/2020;2325;373;205.903;86.5735;841.168;1133.6444999999999
8/2020;2335;836;452.73199999999997;174.31550000000001;1376.2935;2003.3410000000001
8/2020;2345;648;849.2525;357.0765;2697.6389999999997;3903.9679999999994
8/2020;2355;111;33.098;14.459;122.303;169.86
8/2020;2365;332;261.2405;97.6125;706.002;1064.855
8/2020;2375;55;9.0915;4.4935;25.916;39.501
8/2020;2385;595;257.8015;128.1265;812.592;1198.5199999999998
8/2020;2395;264;49.1245;23.2275;142.975;215.327
8/2020;2405;401;704.3299999999999;377.5965;3127.894;4209.8205
8/2020;2415;422;346.0945;151.886;844.2935;1342.2740000000001
8/2020;2425;519;161.0915;83.3625;695.7515;940.2055
8/2020;2435;605;815.081;394.2405;2593.5665;3802.888
8/2020;2445;418;987.9145;437.64599999999996;3994.8259999999996;5420.3865
8/2020;2455;342;337.6965;127.45199999999998;894.9379999999999;1360.0865000000001
8/2020;2465;384;600.476;226.632;1967.1744999999999;2794.2825
8/2020;2475;198;750.424;353.1435;2998.9314999999997;4102.499
8/2020;2485;866;1020.433;528.029;3495.373;5043.835
8/2020;2495;685;1549.1744999999999;699.2665000000001;4523.9664999999995;6772.4075
8/2020;2505;848;2435.0399999999995;994.593;7188.412499999999;10618.045499999998
8/2020;2515;454;3902.9419999999996;1586.424;13570.9305;19060.2965
8/2020;2525;482;133.988;70.889;367.41249999999997;572.2895
8/2020;2535;385;202.74899999999997;75.373;725.9425;1004.0645000000001
8/2020;2545;701;449.198;159.467;1504.7715;2113.4365
8/2020;2555;417;491.3875;203.642;1591.2404999999999;2286.27
8/2020;2565;529;294.177;118.408;690.5930000000001;1103.1779999999999
8/2020;2575;762;248.14;109.41149999999999;773.9269999999999;1131.4785
8/2020;2585;539;95.817;39.1305;249.52700000000002;384.4745
8/2020;2595;367;352.0985;144.514;1003.7224999999999;1500.3349999999998
8/2020;2605;764;1939.6719999999998;1026.19;5204.5465;8170.4085
8/2020;2615;561;814.492;436.64849999999996;2167.2635;3418.404
8/2020;2625;338;1676.902;792.756;5321.063999999999;7790.722
8/2020;2635;998;1100.4134999999999;449.464;3204.3595;4754.237
8/2020;2645;422;2417.8355;1240.0159999999998;6391.191499999999;10049.043
8/2020;2655;444;790.9984999999999;280.82;1938.912;3010.7305
8/2020;2665;557;496.4985;194.0375;1618.952;2309.488
8/2020;2675;452;553.242;201.52349999999998;1648.934;2403.6994999999997
8/2020;2685;880;244.76749999999996;108.9365;698.991;1052.695
8/2020;2695;429;491.40649999999994;223.88649999999998;1821.2164999999998;2536.5095
8/2020;2705;783;3918.6075;2018.6834999999996;10418.887499999999;16356.178499999998
8/2020;2715;304;3439.38;1574.2925;10179.269;15192.941499999999
8/2020;2725;653;1742.338;621.756;6799.074;9163.168
8/2020;2735;460;582.426;220.9225;1498.511;2301.8595
8/2020;2745;424;704.159;364.3725;2493.256;3561.7875
8/2020;2755;332;570.1045;267.0545;1916.6629999999998;2753.822
8/2020;2765;261;315.93199999999996;167.143;893.2185;1376.2935
8/2020;2775;426;295.849;112.22349999999999;863.1795;1271.252
8/2020;2785;321;149.2545;55.48949999999999;429.15299999999996;633.8969999999999
8/2020;2795;367;2441.8134999999997;1241.1654999999998;9060.891;12743.869999999999
8/2020;2805;374;49.855999999999995;19.0;149.7295;218.5855
8/2020;2815;831;1287.2024999999999;559.5785;4820.290499999999;6667.0715
8/2020;2825;589;1024.765;486.68499999999995;3027.4410000000003;4538.891
8/2020;2835;627;957.1724999999999;363.0615;2473.5339999999997;3793.768
8/2020;2845;370;1624.8705;610.1659999999999;4793.3865;7028.423
8/2020;2855;388;6781.708;3416.3424999999997;18773.691;28971.7415
8/2020;2865;153;71.95299999999999;37.391999999999996;242.25;351.595
8/2020;2875;322;103.3505;52.0695;413.877;569.2969999999999
8/2020;2885;483;529.6819999999999;214.2535;1412.4125;2156.348
8/2020;2895;332;481.6405;203.48049999999998;1207.4879999999998;1892.609
8/2020;2905;277;1393.6879999999999;747.156;3872.7699999999995;6013.614
8/2020;2915;244;176.643;77.89049999999999;632.3294999999999;886.8629999999999
8/2020;2925;597;1369.4914999999999;509.09549999999996;5237.264499999999;7115.8515
8/2020;2935;295;286.80499999999995;115.44399999999999;854.7719999999999;1257.021
8/2020;2945;386;1258.028;578.5120000000001;3831.806;5668.3460000000005
8/2020;2955;546;218.88;109.763;552.444;881.087
8/2020;2965;585;2404.374;1110.7875;7136.855999999999;10652.0175
8/2020;2975;278;79.1065;33.905499999999996;225.33999999999997;338.35200000000003
8/2020;2985;298;752.305;295.469;1963.0704999999998;3010.8444999999997
8/2020;2995;428;167.827;66.899;404.8615;639.5875
8/2020;3005;302;83.1155;38.04749999999999;321.05249999999995;442.21549999999996
8/2020;3015;270;273.258;143.92499999999998;874.418;1291.6009999999999
8/2020;3025;111;471.941;198.43599999999998;1348.8194999999998;2019.1964999999998
8/2020;3035;414;1258.0849999999998;614.0704999999999;3371.9774999999995;5244.133
8/2020;3045;166;44.346;23.7785;120.59299999999999;188.7175
8/2020;3055;155;181.545;79.667;665.0665;926.2784999999999
8/2020;3065;639;464.92999999999995;194.541;1440.7604999999999;2100.2315
8/2020;3075;359;235.31499999999997;112.271;738.606;1086.1919999999998
8/2020;3085;257;45.1915;19.456;111.511;176.1585
8/2020;3095;408;1731.2229999999997;707.1135;5743.9945;8182.330999999999
8/2020;3105;310;131.4515;49.362;301.3495;482.163
8/2020;3115;885;179.7495;86.15549999999999;635.4739999999999;901.379
8/2020;3125;512;114.874;58.1305;385.073;558.0775
8/2020;3135;509;1538.677;571.9855;5677.7605;7788.423
8/2020;3145;480;169.9265;68.39999999999999;520.6665;758.993
8/2020;3155;55;167.57999999999998;84.80649999999999;617.8989999999999;870.2855
8/2020;3165;602;113.92399999999999;53.6085;446.139;613.6715
8/2020;3175;552;203.376;79.097;597.493;879.9659999999999
8/2020;3185;619;4002.8345;1525.947;9702.027;15230.8085
8/2020;3195;521;81.41499999999999;34.399499999999996;205.01;320.82449999999994
8/2020;3205;265;2089.069;1095.483;5330.298;8514.85
8/2020;3215;683;599.8394999999999;283.575;1478.6465;2362.061
8/2020;3225;166;59.79299999999999;24.4245;155.0495;239.267
8/2020;3235;435;128.1835;45.276999999999994;373.72049999999996;547.181
8/2020;3245;427;815.917;292.6665;2952.163;4060.7465
8/2020;3255;316;95.399;44.479;340.803;480.681
8/2020;3265;222;2000.3675;928.4254999999999;5511.5295;8440.322499999998
8/2020;3275;914;69.54;24.9375;280.44;374.91749999999996
8/2020;3285;1018;1349.4845;527.4019999999999;4379.4145;6256.3009999999995
8/2020;3295;518;147.67749999999998;68.22899999999998;595.764;811.6705
8/2020;3305;455;490.7795;229.89999999999998;1411.5194999999999;2132.199
8/2020;3315;514;206.27349999999998;107.2075;822.3199999999999;1135.801
8/2020;3325;381;560.1105;293.721;1882.805;2736.6365
8/2020;3335;203;208.772;88.198;836.5129999999999;1133.483
8/2020;3345;409;357.371;180.83249999999998;1470.0014999999999;2008.205
8/2020;3355;566;780.4345;379.202;2852.9545;4012.5909999999994
8/2020;3365;376;301.1975;147.687;808.4975;1257.3819999999998
8/2020;3375;96;44.612;16.6725;102.5715;163.856
8/2020;3385;703;324.47249999999997;118.1895;999.2194999999999;1441.8815
8/2020;3395;347;174.7145;64.9515;530.9739999999999;770.64
8/2020;3405;429;1048.4485;378.0145;2558.0744999999997;3984.5375
8/2020;3415;518;682.0715;305.007;2022.2935;3009.372
8/2020;3425;315;698.592;347.206;2191.9635;3237.7615
8/2020;3435;414;484.0345;175.408;1263.139;1922.5815
8/2020;3445;187;78.6695;29.241;288.80949999999996;396.72
8/2020;3455;111;54.02649999999999;25.1845;141.4265;220.6375
8/2020;3465;491;6826.358;3347.0495;17698.936999999998;27872.3445
8/2020;3475;447;174.1255;88.502;710.0775;972.7049999999999
8/2020;3485;203;131.85049999999998;47.538;502.68299999999994;682.0715
8/2020;3495;209;484.1295;211.4605;1959.337;2654.9269999999997
8/2020;3505;514;324.634;169.48;1054.8229999999999;1548.937
8/2020;3515;498;209.82649999999998;78.79299999999999;660.7915;949.411
8/2020;3525;51;7.38;3.57;19.98;30.93
8/2020;3535;224;41.88;15.89;163.57;221.34
8/2020;3545;124;822.54;425.62;2267.79;3515.95
8/2020;3555;428;237.06;112.59;935.84;1285.49
8/2020;3565;210;182.4;71.29;591.94;845.63
8/2020;3585;266;150.59;72.5;444.83;667.92
8/2020;3595;96;915.76;475.97;3743.82;5135.55
8/2020;3605;336;45.62;16.7;140.69;203.01
8/2020;3615;130;176.26;72.7;742.92;991.88
8/2020;3625;317;100.34;35.44;241.38;377.16
8/2020;3645;164;46.21;22.04;152.63;220.88
8/2020;3655;210;106.96;44.97;251.06;402.99
8/2020;3665;655;1751.54;634.76;5870.8;8257.1
8/2020;3675;1140;986.5;404.89;3631.69;5023.08
8/2020;3695;14;133.56;51.94;390.59;576.09
8/2020;3705;368;86.65;39.84;314.23;440.72
8/2020;3715;158;46.6;19.5;137.91;204.01
8/2020;3725;298;430.19;197.82;1437.81;2065.82
8/2020;3735;220;670.11;331.55;2148.2;3149.86
8/2020;3745;431;612.82;275.33;1585.8;2473.95
8/2020;3755;991;173.86;78.48;585.99;838.33
8/2020;3765;129;255.79;106.0;993.23;1355.02
8/2020;3775;104;387.79;180.82;1015.27;1583.88
8/2020;3785;349;123.15;45.78;405.65;574.58
8/2020;3795;304;1435.25;755.97;3652.04;5843.26
