Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
3/2020;2025;272;447.1365;194.3795;1186.1699999999998;1827.686
3/2020;2035;470;653.6189999999999;249.16599999999997;2556.1745;3458.9595
3/2020;2045;318;1591.4779999999998;685.3109999999999;6218.7095;8495.4985
3/2020;2055;196;175.48399999999998;65.9015;432.8865;674.2719999999999
3/2020;2065;298;272.61199999999997;112.43249999999999;644.4894999999999;1029.5339999999999
3/2020;2075;55;963.4805;459.6765;3038.1475;4461.304499999999
3/2020;2085;587;429.78;225.36849999999998;1348.3729999999998;2003.5214999999996
3/2020;2095;66;57.5605;30.191;167.35199999999998;255.10349999999997
3/2020;2105;503;224.1145;108.4045;976.6284999999999;1309.1474999999998
3/2020;2115;91;185.19299999999998;70.9555;441.80699999999996;697.9555
3/2020;2125;132;64.93249999999999;25.003999999999998;190.228;280.16450000000003
3/2020;2135;721;2133.6715;805.2674999999999;8677.423499999999;11616.3625
3/2020;2145;296;350.949;165.148;913.539;1429.636
3/2020;2155;116;51.242999999999995;19.8265;165.832;236.9015
3/2020;2165;55;111.188;52.5635;323.60799999999995;487.35949999999997
3/2020;2175;205;215.56449999999998;103.797;570.2375;889.5989999999999
3/2020;2185;284;379.316;185.9815;1634.3039999999999;2199.6014999999998
3/2020;2195;316;4864.5225;1735.916;18785.851000000002;25386.2895
3/2020;2205;376;125.761;61.6645;519.8495;707.275
3/2020;2215;230;1412.897;711.759;6078.6605;8203.316499999999
3/2020;2225;147;189.9335;95.684;547.086;832.7035
3/2020;2235;41;18.258999999999997;6.4505;41.173;65.8825
3/2020;2245;252;106.8275;55.5275;359.69849999999997;522.0535
3/2020;2255;402;475.66499999999996;226.94549999999998;1271.005;1973.6154999999997
3/2020;2265;396;301.9385;142.73749999999998;1306.0125;1750.6884999999997
3/2020;2275;55;224.8935;87.0295;559.3694999999999;871.2924999999999
3/2020;2285;477;947.8625;477.489;3390.018;4815.3695
3/2020;2295;260;1868.1844999999998;777.9644999999999;4786.8505;7432.9995
3/2020;2305;415;288.097;121.1345;1006.7909999999999;1416.0224999999998
3/2020;2315;103;60.92349999999999;31.663499999999996;274.816;367.40299999999996
3/2020;2325;266;507.4045;245.42299999999997;1816.552;2569.3795
3/2020;2335;651;586.2069999999999;250.0305;2139.685;2975.9225
3/2020;2345;183;7673.4349999999995;3043.6575;22056.891;32773.9835
3/2020;2355;105;54.549;27.7305;204.402;286.68149999999997
3/2020;2365;55;84.208;33.079;204.05049999999997;321.3375
3/2020;2375;357;169.3945;88.8345;469.186;727.415
3/2020;2385;401;701.1379999999999;346.902;2206.736;3254.776
3/2020;2395;302;218.02499999999998;111.3115;671.688;1001.0245
3/2020;2405;359;25.7735;9.728;98.98049999999999;134.482
3/2020;2415;331;201.191;84.58800000000001;768.7685;1054.5475
3/2020;2425;103;44.479;15.8745;174.4675;234.821
3/2020;2435;387;89.813;33.554;360.42999999999995;483.79699999999997
3/2020;2445;613;290.8995;103.80649999999999;1111.8229999999999;1506.5289999999998
3/2020;2455;295;2171.681;852.948;6669.7029999999995;9694.331999999999
3/2020;2465;512;176.16799999999998;78.0425;683.8385;938.0489999999999
3/2020;2475;349;107.29299999999999;47.091499999999996;458.26099999999997;612.6455
3/2020;2485;178;107.82499999999999;49.1245;338.1525;495.1019999999999
3/2020;2495;337;62.405499999999996;33.012499999999996;158.35549999999998;253.77349999999998
3/2020;2505;381;1207.754;630.534;4774.2535;6612.541499999999
3/2020;2515;630;889.9409999999999;446.3005;3803.1445;5139.3859999999995
3/2020;2525;500;259.53049999999996;127.832;1096.7939999999999;1484.1564999999998
3/2020;2535;505;376.1145;198.9775;1106.4745;1681.5665
3/2020;2545;224;362.08299999999997;179.14149999999998;933.4984999999999;1474.723
3/2020;2555;166;129.95049999999998;46.607;356.839;533.3965
3/2020;2565;305;90.31649999999999;44.488499999999995;305.7385;440.5435
3/2020;2575;189;130.435;63.089499999999994;451.554;645.0785
3/2020;2585;687;463.20099999999996;203.28099999999998;1334.9685;2001.4505
3/2020;2595;208;224.7985;98.648;662.6629999999999;986.1094999999999
3/2020;2605;128;88.008;35.0835;284.50600000000003;407.59749999999997
3/2020;2615;319;1069.339;462.669;3626.2735;5158.2815
3/2020;2625;377;47.4145;18.164;131.3565;196.935
3/2020;2635;465;1051.84;529.872;4409.6055;5991.317499999999
