Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
6/2020;2025;460;133.38;66.291;370.8135;570.4844999999999
6/2020;2035;413;961.5805;414.0765;2792.9905;4168.6475
6/2020;2045;300;26.229499999999998;12.862999999999998;107.3215;146.414
6/2020;2055;149;21.8595;10.003499999999999;91.1715;123.03449999999998
6/2020;2065;355;933.5364999999999;493.88599999999997;2898.0985;4325.521
6/2020;2075;525;1506.2155;574.199;5770.1955;7850.609999999999
6/2020;2085;198;751.3454999999999;290.7475;2997.022;4039.115
6/2020;2095;317;59.1945;24.889999999999997;241.813;325.8975
6/2020;2105;388;139.213;53.6085;423.23449999999997;616.056
6/2020;2115;485;312.2745;131.2995;991.952;1435.5259999999998
6/2020;2125;380;166.3165;72.64649999999999;614.4885;853.4515
6/2020;2135;283;289.05649999999997;107.996;781.1564999999999;1178.209
6/2020;2145;449;181.05100000000002;89.585;516.1065;786.7425
6/2020;2155;288;741.4844999999999;368.524;2337.2279999999996;3447.2365
6/2020;2165;710;402.79999999999995;190.42749999999998;1172.338;1765.5655
6/2020;2175;426;571.197;306.21349999999995;2536.6235;3414.0339999999997
6/2020;2185;400;96.0925;42.1705;234.42199999999997;372.685
6/2020;2195;642;408.39549999999997;211.3275;1763.827;2383.5499999999997
6/2020;2205;292;1035.31;500.76399999999995;3294.334;4830.408
6/2020;2215;111;78.39399999999999;34.732;316.996;430.12199999999996
6/2020;2225;622;2196.6185;829.0269999999999;5821.277;8846.922499999999
6/2020;2235;420;240.882;90.90549999999999;789.108;1120.8955
6/2020;2245;635;251.68349999999998;118.4365;1005.784;1375.9039999999998
6/2020;2255;447;334.514;173.0995;1145.8425;1653.456
6/2020;2265;624;1906.745;860.662;5568.1685;8335.5755
6/2020;2275;207;133.323;54.454;393.585;581.362
6/2020;2285;725;745.1135;302.86;2590.8305;3638.804
6/2020;2295;239;125.04849999999999;66.158;342.88349999999997;534.09
6/2020;2305;662;471.1525;175.1515;1686.9244999999999;2333.2285
6/2020;2315;345;899.8779999999999;319.46599999999995;3014.4829999999997;4233.826999999999
6/2020;2325;604;262.92199999999997;108.965;851.4185;1223.3055
6/2020;2335;454;1272.43;512.183;2987.085;4771.698
6/2020;2345;583;811.528;357.827;2531.1324999999997;3700.4874999999997
6/2020;2355;208;755.9625;308.77849999999995;1968.704;3033.4449999999997
6/2020;2365;293;132.1355;54.2355;376.69399999999996;563.065
6/2020;2375;364;1022.39;540.9014999999999;2743.296;4306.5875
6/2020;2385;668;1813.9395;972.4485;4826.7029999999995;7613.090999999999
6/2020;2395;530;710.372;335.825;2254.1029999999996;3300.2999999999997
6/2020;2405;377;406.1155;165.8795;1182.598;1754.593
6/2020;2415;802;2194.8325;1125.6455;5801.707;9122.185
6/2020;2425;364;877.4485;311.50499999999994;2150.7904999999996;3339.7439999999997
6/2020;2435;485;1449.7285;566.5799999999999;4727.2095;6743.517999999999
6/2020;2445;267;43.415;15.808;129.39;188.61299999999997
6/2020;2455;228;33.649;14.981499999999999;96.10199999999999;144.7325
6/2020;2465;419;90.00299999999999;41.0115;333.5925;464.60699999999997
6/2020;2475;522;464.87299999999993;239.4855;1236.0259999999998;1940.3845
6/2020;2485;249;364.6955;166.9245;1079.352;1610.972
6/2020;2495;571;647.368;231.021;2526.2305;3404.6195
6/2020;2505;222;179.17950000000002;67.96300000000001;461.00649999999996;708.1489999999999
6/2020;2515;708;166.402;86.10799999999999;589.1995000000001;841.7094999999999
6/2020;2525;349;236.85399999999998;110.9505;796.29;1144.0945
6/2020;2535;638;286.7765;151.71499999999997;810.768;1249.2595
6/2020;2545;274;391.02;148.3235;1140.855;1680.1985
6/2020;2555;516;286.0925;106.35249999999999;822.548;1214.993
6/2020;2565;683;702.278;356.9625;2605.964;3665.2045
6/2020;2575;356;102.2865;38.988;307.21099999999996;448.48549999999994
6/2020;2585;231;1054.139;458.25149999999996;3947.497;5459.8875
6/2020;2595;687;308.522;146.528;911.4775;1366.5275
6/2020;2605;620;630.4865;239.153;1629.3259999999998;2498.9655
6/2020;2615;197;149.4445;56.116499999999995;440.8665;646.4275
6/2020;2625;865;3015.6894999999995;1519.183;8348.296;12883.1685
6/2020;2635;288;389.5;202.445;1311.4275;1903.3725
6/2020;2645;881;1129.493;568.993;4523.0830000000005;6221.569
6/2020;2655;77;40.4415;16.358999999999998;107.8345;164.635
6/2020;2665;522;735.4045;310.688;1843.6555;2889.748
6/2020;2675;341;516.3915000000001;276.83;1434.918;2228.1394999999998
6/2020;2685;276;139.3175;61.42699999999999;498.7215;699.4659999999999
6/2020;2695;522;193.79999999999998;72.048;741.1424999999999;1006.9905
6/2020;2705;314;2844.623;1145.0255;8477.99;12467.6385
6/2020;2715;387;280.364;128.9245;853.9359999999999;1263.2245
6/2020;2725;348;1186.1129999999998;594.8425;2993.735;4774.6905
6/2020;2735;471;712.1864999999999;329.02299999999997;2113.959;3155.1684999999998
6/2020;2745;586;190.8835;81.80449999999999;543.742;816.43
6/2020;2755;438;743.09;291.8495;1939.0354999999997;2973.975
6/2020;2765;277;148.8745;59.336999999999996;359.11899999999997;567.3305
6/2020;2775;450;870.713;398.544;3363.0759999999996;4632.3330000000005
6/2020;2785;702;419.824;221.12199999999999;1343.4044999999999;1984.3504999999998
6/2020;2795;270;116.02349999999998;48.7825;331.588;496.39399999999995
6/2020;2805;754;704.5769999999999;343.9;1888.4289999999999;2936.906
6/2020;2815;350;637.6495;341.84799999999996;1733.7879999999998;2713.2855
