Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
10/2020;2025;538;1906.9919999999997;748.9894999999999;4620.6765;7276.658
10/2020;2035;715;446.8515;234.3175;1237.6125;1918.7814999999998
10/2020;2045;329;462.08;228.62699999999998;1454.355;2145.062
10/2020;2055;356;119.69049999999999;61.10399999999999;368.73299999999995;549.5275
10/2020;2065;266;120.30799999999999;45.41;462.01349999999996;627.7315
10/2020;2075;269;38.3135;16.112;146.4045;200.82999999999998
10/2020;2085;357;521.2935;186.029;2044.9129999999998;2752.2355000000002
10/2020;2095;349;89.9935;33.629999999999995;361.1805;484.804
10/2020;2105;553;444.714;158.6975;1699.702;2303.1135
10/2020;2115;718;196.4315;77.14949999999999;603.2784999999999;876.8594999999999
10/2020;2125;531;458.46049999999997;203.10049999999998;1779.6254999999999;2441.1865
10/2020;2135;812;369.892;162.3265;1579.7455;2111.964
10/2020;2145;562;853.0049999999999;388.6355;2675.2095;3916.85
10/2020;2155;523;147.6205;78.09949999999999;374.604;600.324
10/2020;2165;485;245.36599999999996;128.09799999999998;969.9404999999999;1343.4044999999999
10/2020;2175;468;463.77099999999996;232.57899999999998;1981.9089999999997;2678.2589999999996
10/2020;2185;277;85.70899999999999;42.217999999999996;362.2255;490.15250000000003
10/2020;2195;654;1520.741;804.555;4473.8255;6799.1215
10/2020;2205;220;570.4465;282.23549999999994;1470.695;2323.377
10/2020;2215;318;388.303;139.2795;1066.3275;1593.9099999999999
10/2020;2225;451;400.3585;197.1915;1355.2414999999999;1952.7915
10/2020;2235;356;458.945;221.97699999999998;1588.818;2269.74
10/2020;2245;413;408.3575;179.20799999999997;1176.9074999999998;1764.4729999999997
10/2020;2255;778;1137.1879999999999;499.05400000000003;3352.3125;4988.554499999999
10/2020;2265;580;828.5519999999999;330.2675;2678.3444999999997;3837.1639999999998
10/2020;2275;335;155.96149999999997;67.4785;528.884;752.324
10/2020;2285;837;332.74699999999996;127.48999999999998;921.842;1382.079
10/2020;2295;434;789.0415;397.4895;3307.8904999999995;4494.4215
10/2020;2305;537;67.1745;25.479;253.0515;345.705
10/2020;2315;618;1529.6995;548.6915;5534.776;7613.1669999999995
10/2020;2325;524;581.001;263.47299999999996;1425.627;2270.1009999999997
10/2020;2335;55;67.2315;30.058;212.5435;309.83299999999997
10/2020;2345;443;4477.102999999999;2275.687;15681.716499999999;22434.5065
10/2020;2355;1573;4453.0395;2355.8954999999996;18788.5585;25597.493499999997
10/2020;2365;292;128.19299999999998;50.596999999999994;322.031;500.8209999999999
10/2020;2375;933;3794.3095;1603.0014999999999;10714.061999999998;16111.373
10/2020;2385;913;327.6075;143.0985;781.1659999999999;1251.8719999999998
10/2020;2395;712;1737.5214999999998;685.7955;7005.9365;9429.2535
10/2020;2405;621;1009.5555;438.881;2689.9535;4138.389999999999
10/2020;2415;535;176.65249999999997;80.10399999999998;452.51349999999996;709.27
10/2020;2425;443;923.115;414.73199999999997;2936.4214999999995;4274.268499999999
10/2020;2435;471;600.9605;255.113;1654.3965;2510.47
