WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;31/03/2021;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
RJ201710961290;Sudeste/RJ*Belford Roxo;01/03/2021;01/03/2021;07/03/2021;09/03/2021;4365;166.62;3416.54;5.8149999999999995;0;290.78;35
PR201711248547;Sul/PR*Foz do Iguaçu;01/03/2021;01/03/2021;02/03/2021;02/03/2021;5285;149.96;2407.83;3.05;0;269.72;27
SP201711766403;Sudeste/SP*São Paulo;01/03/2021;01/03/2021;05/03/2021;05/03/2021;3035;79.77;3530.5;6.055;0;141.94;6
MG201711123698;Sudeste/MG*Betim;01/03/2021;01/03/2021;10/03/2021;12/03/2021;3945;171.55;3311.66;5.75;0;311.34;31
SP201710683319;Sudeste/SP*Catanduva;01/03/2021;01/03/2021;07/03/2021;09/03/2021;2245;185.2;1871.96;5.91;0;333.1;43
RJ201711088684;Sudeste/RJ*Duque de Caxias;01/03/2021;01/03/2021;02/03/2021;02/03/2021;4355;151.96;2650.29;8.93;0;264.73;40
MG201711221419;Sudeste/MG*Montes Claros;01/03/2021;01/03/2021;04/03/2021;04/03/2021;4225;69.24;3872.75;3.65;0;124.99;12
RJ201710946818;Sudeste/RJ*Rio de Janeiro;01/03/2021;01/03/2021;02/03/2021;02/03/2021;4775;150.94;3634.81;7.16;0;282.13;23
RJ201710704054;Sudeste/RJ*São Gonçalo;01/03/2021;01/03/2021;05/03/2021;05/03/2021;4875;140.1;4093.02;8.0;0;240.31;26
RJ201710788592;Sudeste/RJ*São Gonçalo;01/03/2021;01/03/2021;09/03/2021;11/03/2021;4355;143.56;1359.28;9.57;0;255.9;13
RJ201711448916;Sudeste/RJ*Macaé;01/03/2021;01/03/2021;04/03/2021;04/03/2021;5025;165.45;1619.68;2.23;0;284.77;17
MG201711048808;Sudeste/MG*Montes Claros;01/03/2021;01/03/2021;05/03/2021;05/03/2021;4175;89.01;2094.57;5.19;0;160.95;6
RJ201710826391;Sudeste/RJ*Belford Roxo;01/03/2021;01/03/2021;09/03/2021;11/03/2021;4675;104.96;3416.54;5.8149999999999995;12;179.72;13
PR201710869131;Sul/PR*Londrina;01/03/2021;01/03/2021;11/03/2021;13/03/2021;5915;112.7;2605.28;8.64;0;191.67;25
SP201711704612;Sudeste/SP*São Paulo;01/03/2021;01/03/2021;11/03/2021;14/03/2021;3475;91.81;2115.91;4.2;0;173.22;19
RJ201711505665;Sudeste/RJ*Rio de Janeiro;01/03/2021;01/03/2021;05/03/2021;05/03/2021;4565;169.6;3634.81;7.16;0;311.77;41
SP201711428084;Sudeste/SP*Cotia;01/03/2021;01/03/2021;07/03/2021;09/03/2021;3105;61.62;4361.78;12.31;0;109.26;2
SP201711504160;Sudeste/SP*São Paulo;01/03/2021;01/03/2021;06/03/2021;06/03/2021;2555;153.0;2711.76;8.59;0;277.18;8
RJ201711625687;Sudeste/RJ*São Gonçalo;01/03/2021;01/03/2021;11/03/2021;12/03/2021;4945;103.8;4093.02;8.0;0;175.94;25
SP201711181383;Sudeste/SP*São Paulo;01/03/2021;01/03/2021;11/03/2021;12/03/2021;3245;166.25;1121.81;2.49;0;282.25;6
SP201711101020;Sudeste/SP*São Paulo;01/03/2021;01/03/2021;11/03/2021;12/03/2021;2965;75.2;3523.08;12.59;0;138.23;17
SP201711481710;Sudeste/SP*São Paulo;01/03/2021;01/03/2021;03/03/2021;03/03/2021;3225;81.01;1927.38;5.39;0;150.57;3
SP201711247561;Sudeste/SP*São Paulo;01/03/2021;01/03/2021;07/03/2021;09/03/2021;2555;87.18;1158.95;2.26;0;150.57;18
