WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;30/06/2021;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
SP201711501800;Sudeste/SP*São Paulo;01/06/2021;01/06/2021;11/06/2021;14/06/2021;2645;86.31;18.79;7.49;0;157.5;22
SP201711143670;Sudeste/SP*Suzano;01/06/2021;01/06/2021;07/06/2021;09/06/2021;2365;122.04;2282.15;9.15;0;220.68;31
SP201711285294;Sudeste/SP*São Paulo;01/06/2021;01/06/2021;06/06/2021;06/06/2021;2275;69.63;4103.49;6.865;0;122.58;12
RJ201711269137;Sudeste/RJ*Macaé;01/06/2021;01/06/2021;04/06/2021;04/06/2021;4825;92.6;2037.95;5.92;0;161.6;15
RS201710744144;Sul/RS*Porto Alegre;01/06/2021;01/06/2021;09/06/2021;11/06/2021;6235;231.17;1028.23;6.7;0;238.71;26
RS201711085785;Sul/RS*Porto Alegre;01/06/2021;01/06/2021;07/06/2021;07/06/2021;6125;179.88;1028.23;6.7;0;187.84;15
RS201710866270;Sul/RS*Santana do Livramento;01/06/2021;01/06/2021;08/06/2021;10/06/2021;6285;124.73;795.55;1.48;0;122.43;2
SP201710702390;Sudeste/SP*São Paulo;01/06/2021;01/06/2021;10/06/2021;13/06/2021;3285;156.44;2145.81;6.24;0;279.85;28
SP201711262070;Sudeste/SP*Mogi-Guaçu;01/06/2021;01/06/2021;05/06/2021;05/06/2021;2885;194.35;2074.05;3.07;0;340.36;48
MG201711564265;Sudeste/MG*Uberlândia;01/06/2021;01/06/2021;03/06/2021;03/06/2021;3835;166.89;1054.17;3.5;0;291.25;15
MG201711409757;Sudeste/MG*Uberlândia;01/06/2021;01/06/2021;04/06/2021;04/06/2021;3555;190.65;2324.53;5.19;0;347.27;49
MG201711409078;Sudeste/MG*Belo Horizonte;01/06/2021;01/06/2021;07/06/2021;09/06/2021;3835;61.7;2247.08;6.25;0;107.86;3
RS201711028790;Sul/RS*Porto Alegre;01/06/2021;01/06/2021;08/06/2021;10/06/2021;6135;120.72;1274.1;4.69;0;121.5;18
SP201711723188;Sudeste/SP*São Paulo;01/06/2021;01/06/2021;03/06/2021;03/06/2021;2505;80.97;3625.89;13.41;0;143.57;4
RJ201711422394;Sudeste/RJ*Campos dos Goytacazes;01/06/2021;01/06/2021;11/06/2021;14/06/2021;4395;80.88;3281.23;1.98;0;149.5;18
SP201711342381;Sudeste/SP*Caraguatatuba;01/06/2021;01/06/2021;04/06/2021;04/06/2021;3045;87.52;1246.8;4.46;0;153.0;14
RJ201711161922;Sudeste/RJ*Rio de Janeiro;01/06/2021;01/06/2021;06/06/2021;06/06/2021;4705;100.63;3493.43;10.74;0;184.64;20
MG201711547589;Sudeste/MG*Uberlândia;01/06/2021;01/06/2021;10/06/2021;13/06/2021;3745;110.03;1054.17;3.5;0;186.8;11
RS201711386714;Sul/RS*Porto Alegre;01/06/2021;01/06/2021;08/06/2021;11/06/2021;6715;197.54;1274.1;4.69;0;193.55;23
RJ201711087135;Sudeste/RJ*Rio de Janeiro;01/06/2021;01/06/2021;11/06/2021;12/06/2021;4495;115.64;834.72;7.18;0;202.88;28
RJ201710745185;Sudeste/RJ*Volta Redonda;01/06/2021;01/06/2021;04/06/2021;04/06/2021;4555;114.15;1702.31;3.87;0;205.31;23
RJ201710745185;Sudeste/RJ*Volta Redonda;01/06/2021;01/06/2021;04/06/2021;04/06/2021;4555;124.48;1702.31;3.87;0;213.51;13
RJ201711541768;Sudeste/RJ*Macaé;01/06/2021;01/06/2021;06/06/2021;06/06/2021;4655;120.53;2037.95;5.92;0;217.95;13
RJ201711469242;Sudeste/RJ*Rio de Janeiro;01/06/2021;01/06/2021;03/06/2021;03/06/2021;5055;116.14;1060.42;7.53;0;219.14;15
RJ201710965984;Sudeste/RJ*Rio de Janeiro;01/06/2021;01/06/2021;05/06/2021;05/06/2021;4855;140.32;1060.42;7.53;0;239.04;24
RJ201711087135;Sudeste/RJ*Rio de Janeiro;01/06/2021;01/06/2021;11/06/2021;12/06/2021;4495;138.25;834.72;7.18;0;242.55;12
SP201711545429;Sudeste/SP*Suzano;01/06/2021;01/06/2021;02/06/2021;02/06/2021;2115;136.79;4474.54;11.96;0;245.15;25
