WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;31/12/2022;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
RJ201814742724;Sudeste/RJ*São Gonçalo;01/12/2022;01/12/2022;02/12/2022;02/12/2022;5075;123.62;2788.26;12.86;0;218.02;31
SP201813888719;Sudeste/SP*Araraquara;01/12/2022;01/12/2022;11/12/2022;14/12/2022;2175;173.26;2556.24;4.35;0;278.49;22
SP201813042129;Sudeste/SP*Botucatu;01/12/2022;01/12/2022;02/12/2022;02/12/2022;2925;158.74;5342.92;1.16;0;257.52;33
RS201813804036;Sul/RS*Porto Alegre;01/12/2022;01/12/2022;11/12/2022;12/12/2022;6225;74.57;5621.52;8.04;0;129.69;10
MG201813608127;Sudeste/MG*Varginha;01/12/2022;01/12/2022;11/12/2022;13/12/2022;4215;218.93;4106.39;8.96;0;305.09;27
SP201812365532;Sudeste/SP*São Paulo;01/12/2022;01/12/2022;08/12/2022;08/12/2022;2205;163.0;712.89;5.29;0;263.45;11
SP201812049701;Sudeste/SP*Sumaré;01/12/2022;01/12/2022;06/12/2022;06/12/2022;2075;90.55;3182.35;2.0;0;138.63;17
RS201812961806;Sul/RS*Porto Alegre;01/12/2022;01/12/2022;11/12/2022;13/12/2022;6595;147.59;3470.2;11.83;0;251.0;5
RJ201813062825;Sudeste/RJ*Rio de Janeiro;01/12/2022;01/12/2022;03/12/2022;03/12/2022;4545;113.17;5565.3;6.82;0;208.41;17
RJ201813403486;Sudeste/RJ*Rio de Janeiro;01/12/2022;01/12/2022;04/12/2022;04/12/2022;5025;89.44;1135.27;20.96;0;163.51;8
RS201811461823;Sul/RS*Porto Alegre;01/12/2022;01/12/2022;08/12/2022;08/12/2022;6355;59.07;3470.2;11.83;0;109.6;13
SP201811745724;Sudeste/SP*Guarulhos;01/12/2022;01/12/2022;04/12/2022;04/12/2022;3155;83.01;1514.73;9.625;0;127.53;3
SP201813108119;Sudeste/SP*São Paulo;01/12/2022;01/12/2022;11/12/2022;14/12/2022;2785;91.97;3540.79;9.82;0;139.32;7
SP201811702527;Sudeste/SP*São Paulo;01/12/2022;01/12/2022;05/12/2022;05/12/2022;3055;91.65;4052.14;9.3;0;144.12;17
SP201813425768;Sudeste/SP*São Paulo;01/12/2022;01/12/2022;05/12/2022;05/12/2022;2785;111.5;1635.77;8.905;0;178.56;18
SP201813081650;Sudeste/SP*Itu;01/12/2022;01/12/2022;02/12/2022;02/12/2022;2545;118.29;1562.84;6.68;0;182.7;9
SP201812109256;Sudeste/SP*Guarulhos;01/12/2022;01/12/2022;09/12/2022;10/12/2022;2925;117.23;3140.39;1.91;0;185.35;13
RJ201814865589;Sudeste/RJ*Rio de Janeiro;01/12/2022;01/12/2022;03/12/2022;03/12/2022;4525;108.54;1135.27;20.96;0;192.1;29
SP201813347357;Sudeste/SP*São Paulo;01/12/2022;01/12/2022;05/12/2022;05/12/2022;2075;131.93;3962.24;10.92;0;195.11;27
RJ201813827156;Sudeste/RJ*Macaé;01/12/2022;01/12/2022;05/12/2022;05/12/2022;4375;119.42;982.09;8.42;0;203.44;20
SP201811762121;Sudeste/SP*Mogi-Guaçu;01/12/2022;01/12/2022;08/12/2022;08/12/2022;3035;136.23;1916.96;13.03;0;205.66;14
SP201811523099;Sudeste/SP*Franco da Rocha;01/12/2022;01/12/2022;11/12/2022;12/12/2022;3185;131.78;4598.95;7.82;0;211.81;23
MG201813364626;Sudeste/MG*Ribeirão das Neves;01/12/2022;01/12/2022;10/12/2022;12/12/2022;3535;158.78;4983.46;6.864999999999999;0;213.16;9
SC201813907048;Sul/SC*Tubarão;01/12/2022;01/12/2022;04/12/2022;04/12/2022;7135;227.59;1112.34;2.06;0;214.71;17
