WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;31/07/2022;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
MG201813144624;Sudeste/MG*Barbacena;01/07/2022;01/07/2022;07/07/2022;07/07/2022;3995;213.44;3642.23;4.61;0;302.37;9
MG201812069197;Sudeste/MG*Contagem;01/07/2022;01/07/2022;07/07/2022;07/07/2022;4105;187.95;1159.45;6.59;0;245.04;37
RJ201813682647;Sudeste/RJ*Rio de Janeiro;01/07/2022;01/07/2022;07/07/2022;07/07/2022;4525;124.13;668.5600000000001;7.02;0;219.7;24
SC201812749046;Sul/SC*Lages;01/07/2022;01/07/2022;05/07/2022;05/07/2022;6755;371.9;4790.71;6.73;0;350.85;25
RJ201815125651;Sudeste/RJ*São Gonçalo;01/07/2022;01/07/2022;04/07/2022;04/07/2022;5095;127.42;1717.77;7.5;0;221.22;33
SP201813284609;Sudeste/SP*São Paulo;01/07/2022;01/07/2022;07/07/2022;07/07/2022;2585;143.22;2864.44;8.79;0;227.67;20
SP201811645520;Sudeste/SP*São Paulo;01/07/2022;01/07/2022;07/07/2022;07/07/2022;2635;126.33;5198.41;1.79;0;188.11;17
SP201813305993;Sudeste/SP*Lorena;01/07/2022;01/07/2022;03/07/2022;03/07/2022;2125;145.67;3989.27;3.03;0;220.29;9
RJ201814643381;Sudeste/RJ*Rio de Janeiro;01/07/2022;01/07/2022;02/07/2022;02/07/2022;4775;108.87;668.5600000000001;7.02;0;197.23;8
SP201811509225;Sudeste/SP*São Paulo;01/07/2022;01/07/2022;02/07/2022;02/07/2022;2815;96.87;3311.39;2.195;0;144.49;20
RS201811924725;Sul/RS*Cruz Alta;01/07/2022;01/07/2022;05/07/2022;05/07/2022;6125;190.56;2126.03;4.355;0;325.18;13
RS201812623776;Sul/RS*Cruz Alta;01/07/2022;01/07/2022;03/07/2022;03/07/2022;6345;59.8;2126.03;4.355;0;109.92;8
SP201811924033;Sudeste/SP*São Paulo;01/07/2022;01/07/2022;07/07/2022;07/07/2022;2595;72.31;2996.57;7.73;0;112.49;17
SP201813383936;Sudeste/SP*Ribeirão Preto;01/07/2022;01/07/2022;03/07/2022;03/07/2022;2715;71.55;2627.31;11.1;0;113.33;12
RJ201813923893;Sudeste/RJ*Rio de Janeiro;01/07/2022;01/07/2022;03/07/2022;03/07/2022;4815;63.96;2694.97;4.16;0;120.46;13
SP201812504725;Sudeste/SP*Campinas;01/07/2022;01/07/2022;06/07/2022;06/07/2022;3225;86.37;3886.52;13.26;0;134.35;17
SC201812709368;Sul/SC*Criciúma;01/07/2022;01/07/2022;11/07/2022;13/07/2022;7025;155.77;3461.32;9.92;0;139.33;11
SP201813348002;Sudeste/SP*São Paulo;01/07/2022;01/07/2022;05/07/2022;05/07/2022;3315;98.59;3819.0;5.405;0;147.56;15
PR201811924117;Sul/PR*Maringá;01/07/2022;01/07/2022;11/07/2022;12/07/2022;5875;93.5;2380.75;7.98;0;170.31;3
RJ201815225058;Sudeste/RJ*São Gonçalo;01/07/2022;01/07/2022;09/07/2022;10/07/2022;5065;94.86;2282.8;11.79;0;177.3;21
PR201812626392;Sul/PR*Arapongas;01/07/2022;01/07/2022;06/07/2022;06/07/2022;6005;104.61;4858.5;4.81;0;177.3;20
SP201811464412;Sudeste/SP*Itapira;01/07/2022;01/07/2022;09/07/2022;10/07/2022;2865;128.74;5148.64;4.26;0;205.04;29
SC201811461233;Sul/SC*Criciúma;01/07/2022;01/07/2022;09/07/2022;10/07/2022;7035;246.36;1733.35;5.6;0;209.13;25
SC201813062874;Sul/SC*Criciúma;01/07/2022;01/07/2022;08/07/2022;08/07/2022;7185;266.89;3461.32;9.92;0;227.72;7
RJ201814703413;Sudeste/RJ*São Gonçalo;01/07/2022;01/07/2022;04/07/2022;04/07/2022;4495;128.37;2282.8;11.79;0;231.29;19
RJ201815744765;Sudeste/RJ*Barra Mansa;01/07/2022;01/07/2022;11/07/2022;14/07/2022;4325;126.41;5664.11;6.79;0;232.37;19
SP201813804913;Sudeste/SP*Leme;01/07/2022;01/07/2022;04/07/2022;04/07/2022;2545;169.88;3047.17;10.39;0;254.69;23
SP201811925167;Sudeste/SP*São Paulo;01/07/2022;01/07/2022;02/07/2022;02/07/2022;3155;164.78;2156.19;18.02;0;264.37;13
SP201812863236;Sudeste/SP*Campinas;01/07/2022;01/07/2022;02/07/2022;02/07/2022;2195;174.95;2542.46;4.44;0;264.57;32
SP201812565714;Sudeste/SP*Mauá;01/07/2022;01/07/2022;08/07/2022;08/07/2022;3245;170.22;2927.55;8.7;0;268.15;5
SP201811702403;Sudeste/SP*Campinas;01/07/2022;01/07/2022;06/07/2022;06/07/2022;2275;189.23;1797.04;12.15;0;287.67;32
SP201812945106;Sudeste/SP*São Paulo;01/07/2022;01/07/2022;10/07/2022;13/07/2022;3045;199.7;3314.16;3.28;0;299.92;12
RJ201814768331;Sudeste/RJ*Barra Mansa;01/07/2022;01/07/2022;06/07/2022;06/07/2022;5105;172.23;5664.11;6.79;0;316.01;44
RJ201814706673;Sudeste/RJ*São Gonçalo;01/07/2022;01/07/2022;11/07/2022;14/07/2022;4685;179.7;2282.8;11.79;0;316.38;22
SC201812809307;Sul/SC*Criciúma;01/07/2022;01/07/2022;05/07/2022;05/07/2022;7065;374.79;1733.35;5.6;0;329.34;46
PR201812087292;Sul/PR*Piraquara;01/07/2022;01/07/2022;04/07/2022;04/07/2022;5495;199.64;3149.08;3.075;0;354.6;11
RJ201813842250;Sudeste/RJ*Rio de Janeiro;01/07/2022;01/07/2022;10/07/2022;13/07/2022;4825;210.14;2694.97;4.16;0;377.27;49
RJ201813627226;Sudeste/RJ*São Gonçalo;01/07/2022;01/07/2022;02/07/2022;02/07/2022;4645;219.54;7931.31;7.06;0;380.48;15
RJ201813246667;Sudeste/RJ*São Gonçalo;01/07/2022;01/07/2022;07/07/2022;07/07/2022;5105;236.22;1717.77;7.5;0;413.7;25
PR201811529539;Sul/PR*Foz do Iguaçu;01/07/2022;01/07/2022;10/07/2022;12/07/2022;5725;239.53;1690.78;5.93;0;413.7;33
PR201813425909;Sul/PR*São José dos Pinhais;01/07/2022;01/07/2022;08/07/2022;08/07/2022;5995;260.41;1989.72;8.52;0;489.5;54
SC201813422664;Sul/SC*Lages;01/07/2022;01/07/2022;11/07/2022;14/07/2022;6995;536.05;4790.71;6.73;0;500.05;50
