Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
01/2024;2025;250;161.063;66.101;459.135;686.299
01/2024;2035;450;1526.6689999999999;807.69;4096.380999999999;6430.74
01/2024;2045;492;360.7815;193.41049999999998;959.9939999999999;1514.186
01/2024;2055;353;217.84449999999998;102.98949999999999;691.2579999999999;1012.0919999999999
01/2024;2065;433;1545.916;631.4269999999999;4501.6225;6678.965499999999
01/2024;2075;151;245.8695;126.10300000000001;649.9425;1021.915
01/2024;2085;323;331.9395;117.8475;813.6655;1263.4524999999999
01/2024;2095;187;1025.905;400.9475;3345.2255;4772.0779999999995
01/2024;2105;239;166.87699999999998;60.78099999999999;497.35349999999994;725.0115
01/2024;2115;62;12.501999999999999;5.567;35.72;53.788999999999994
01/2024;2125;358;75.373;34.342499999999994;279.338;389.05349999999993
01/2024;2135;125;954.8924999999999;491.9099999999999;2538.875;3985.6775
01/2024;2145;211;68.15299999999999;31.198;201.72299999999998;301.074
01/2024;2155;187;152.798;54.5205;596.239;803.5575
01/2024;2165;549;310.5075;117.78099999999999;798.893;1227.1815
01/2024;2175;251;2003.9774999999997;1036.963;7095.5215;10136.462
01/2024;2185;325;161.101;75.46799999999999;541.614;778.183
01/2024;2195;586;657.3905;347.795;1858.58;2863.7654999999995
01/2024;2205;641;4355.446;1652.0594999999998;12707.4755;18714.981
01/2024;2215;294;120.1845;44.6785;345.5435;510.40649999999994
01/2024;2225;317;433.8935;220.552;1610.0694999999998;2264.515
01/2024;2235;426;111.82449999999999;42.62649999999999;335.863;490.31399999999996
01/2024;2245;310;247.399;107.5495;926.44;1281.3884999999998
01/2024;2255;409;471.1905;223.78199999999998;1392.0445;2087.017
01/2024;2265;368;233.7;88.6445;603.934;926.2784999999999
01/2024;2275;170;2561.447;961.8655;7556.280999999999;11079.593499999999
01/2024;2285;253;75.297;37.933499999999995;208.44899999999998;321.6795
01/2024;2295;350;96.8335;50.330999999999996;326.03049999999996;473.195
01/2024;2305;234;988.8455;498.142;3959.8374999999996;5446.825
01/2024;2315;289;54.3115;21.973499999999998;144.8275;221.11249999999998
01/2024;2325;782;552.8715;233.57649999999998;1386.069;2172.517
01/2024;2335;336;263.4825;141.25549999999998;732.165;1136.903
01/2024;2345;458;1143.4199999999998;504.1555;4093.113;5740.688499999999
01/2024;2355;261;1569.5995;583.4805;6002.536999999999;8155.617
01/2024;2365;476;605.3779999999999;243.68449999999999;1804.259;2653.3214999999996
01/2024;2375;152;53.142999999999994;24.4435;161.8705;239.457
01/2024;2385;366;1671.4205;838.2135;4218.617499999999;6728.251499999999
01/2024;2395;408;308.465;142.50949999999997;915.6099999999999;1366.5845
01/2024;2405;446;189.468;81.206;539.733;810.4069999999999
01/2024;2415;405;50.606500000000004;19.874000000000002;132.04999999999998;202.5305
01/2024;2425;270;233.32;92.99549999999999;562.818;889.1334999999999
01/2024;2435;363;154.4605;70.699;596.6;821.7595
01/2024;2445;186;39.937999999999995;21.042499999999997;127.8035;188.784
01/2024;2455;350;109.4875;46.037;312.92049999999995;468.445
01/2024;2465;348;402.2015;196.3175;1078.0125;1676.5314999999998
01/2024;2475;239;138.187;74.081;375.74399999999997;588.0120000000001
01/2024;2485;187;606.6415000000001;266.228;2222.4204999999997;3095.2899999999995
01/2024;2495;208;215.4885;90.16449999999999;667.755;973.408
01/2024;2505;378;218.5665;104.2815;686.0519999999999;1008.9
01/2024;2515;464;174.98049999999998;75.35399999999998;431.775;682.1094999999999
01/2024;2525;258;93.11899999999999;38.0285;308.94;440.0875
01/2024;2535;252;21.869;8.208;50.141;80.21799999999999
01/2024;2545;545;121.17249999999999;58.083;428.38349999999997;607.639
01/2024;2555;351;91.75099999999999;46.4265;307.5435;445.721
01/2024;2565;271;583.338;216.84699999999998;2152.529;2952.714
01/2024;2575;244;22.315499999999997;8.9775;68.362;99.655
01/2024;2585;487;4681.277;2368.844;17260.626;24310.746999999996
01/2024;2595;246;32.423500000000004;15.256999999999998;126.9675;174.648
01/2024;2605;640;341.5345;132.8195;1003.3805;1477.7345
01/2024;2615;452;291.935;111.2925;707.598;1110.8255
01/2024;2625;406;113.696;48.032;286.26349999999996;447.9915
01/2024;2635;187;200.1175;104.9465;510.606;815.67
01/2024;2645;187;473.7175;223.953;1167.7685;1865.4389999999999
01/2024;2655;125;14.734499999999999;6.023;38.208999999999996;58.966499999999996
01/2024;2665;474;292.9325;103.455;854.0405;1250.4279999999999
01/2024;2675;176;188.0335;67.44049999999999;680.3425;935.8165
01/2024;2685;274;7123.8315;3321.6654999999996;25449.6925;35895.1895
01/2024;2695;655;1658.7095;769.861;4570.193499999999;6998.763999999999
01/2024;2705;28;3.135;1.1304999999999998;12.663499999999999;16.929
01/2024;2715;188;37.0405;14.478;120.20349999999999;171.72199999999998
01/2024;2725;1177;81.206;37.5155;327.59799999999996;446.3195
01/2024;2735;374;238.564;111.74849999999999;686.1185;1036.431
01/2024;2745;167;83.7615;43.5385;333.94399999999996;461.24399999999997
01/2024;2755;333;38.5415;20.216;129.56099999999998;188.31849999999997
01/2024;2765;208;153.8905;65.0085;616.607;835.506
01/2024;2775;176;47.205499999999994;23.883;194.17049999999998;265.259
01/2024;2785;316;228.114;110.8365;833.9005;1172.8509999999999
01/2024;2795;262;93.72699999999999;45.961;251.60750000000002;391.29549999999995
01/2024;2805;210;92.8435;34.694;213.46499999999997;341.0025
01/2024;2815;140;375.193;136.667;1155.447;1667.3069999999998
