WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;30/04/2023;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
RJ201916303852;Sudeste/RJ*Duque de Caxias;01/04/2023;01/04/2023;03/04/2023;03/04/2023;4925;93.08;787.79;6.61;0;159.39;22
SP201916065394;Sudeste/SP*São Paulo;01/04/2023;01/04/2023;09/04/2023;09/04/2023;2155;169.39;4088.16;0.36;0;246.78;15
RJ201912828981;Sudeste/RJ*Rio de Janeiro;01/04/2023;01/04/2023;02/04/2023;02/04/2023;4875;147.46;1755.08;7.08;0;253.36;28
SP201915528270;Sudeste/SP*Ribeirão Preto;01/04/2023;01/04/2023;04/04/2023;04/04/2023;2985;128.02;3045.02;2.85;0;182.05;11
SP201913389296;Sudeste/SP*São Paulo;01/04/2023;01/04/2023;03/04/2023;03/04/2023;2315;206.8;1266.44;12.71;0;300.76;12
RJ201913503383;Sudeste/RJ*Mesquita;01/04/2023;01/04/2023;06/04/2023;06/04/2023;4505;70.85;1939.3700000000001;3.265;0;131.21;12
RJ201913947731;Sudeste/RJ*Belford Roxo;01/04/2023;01/04/2023;10/04/2023;13/04/2023;4725;72.54;3142.12;2.26;0;128.84;19
RJ201916144180;Sudeste/RJ*Belford Roxo;01/04/2023;01/04/2023;09/04/2023;09/04/2023;5025;78.5;3142.12;2.26;0;138.2;19
RJ201915726069;Sudeste/RJ*Campos dos Goytacazes;01/04/2023;01/04/2023;09/04/2023;09/04/2023;4885;86.09;1442.4;1.85;0;153.19;20
RJ201912944828;Sudeste/RJ*Rio de Janeiro;01/04/2023;01/04/2023;11/04/2023;14/04/2023;4325;170.76;1893.06;13.7;0;295.94;12
RJ201913186400;Sudeste/RJ*Campos dos Goytacazes;01/04/2023;01/04/2023;10/04/2023;12/04/2023;5065;142.28;2347.99;12.4;0;249.17;25
RJ201914807393;Sudeste/RJ*Rio de Janeiro;01/04/2023;01/04/2023;05/04/2023;05/04/2023;4835;141.74;3577.43;1.0;0;256.31;31
RJ201916006110;Sudeste/RJ*Barra do Piraí;01/04/2023;01/04/2023;07/04/2023;07/04/2023;4805;147.42;1348.52;5.93;0;267.07;13
RJ201913049620;Sudeste/RJ*Campos dos Goytacazes;01/04/2023;01/04/2023;08/04/2023;08/04/2023;4445;163.6;6050.2;6.32;0;279.65;34
RJ201914587976;Sudeste/RJ*Campos dos Goytacazes;01/04/2023;01/04/2023;02/04/2023;02/04/2023;4695;146.07;6050.2;6.32;0;252.71;15
RJ201912828981;Sudeste/RJ*Rio de Janeiro;01/04/2023;01/04/2023;02/04/2023;02/04/2023;4875;69.23;1755.08;7.08;0;125.65;14
SP201915965723;Sudeste/SP*Araraquara;01/04/2023;01/04/2023;09/04/2023;09/04/2023;2335;168.56;5141.2300000000005;11.51;0;238.08;5
PR201915662723;Sul/PR*Almirante Tamandaré;01/04/2023;01/04/2023;04/04/2023;04/04/2023;5425;121.92;3465.57;7.36;0;215.41;22
RJ201913503383;Sudeste/RJ*Mesquita;01/04/2023;01/04/2023;06/04/2023;06/04/2023;4505;81.12;1939.3700000000001;3.265;0;137.96;3
MG201915004249;Sudeste/MG*Uberaba;01/04/2023;01/04/2023;10/04/2023;13/04/2023;3985;121.3;2741.03;2.37;0;187.22;4
RJ201914328875;Sudeste/RJ*Campos dos Goytacazes;01/04/2023;01/04/2023;05/04/2023;05/04/2023;5025;170.59;2347.99;12.4;0;290.62;12
MG201914146894;Sudeste/MG*Coronel Fabriciano;01/04/2023;01/04/2023;09/04/2023;09/04/2023;4155;138.66;1346.31;16.93;0;229.61;23
RJ201915505521;Sudeste/RJ*Campos dos Goytacazes;01/04/2023;01/04/2023;06/04/2023;06/04/2023;4785;123.96;1442.4;1.85;0;214.46;19
RJ201915161116;Sudeste/RJ*Campos dos Goytacazes;01/04/2023;01/04/2023;09/04/2023;09/04/2023;4425;54.33;1442.4;1.85;0;102.12;13
MG201914841729;Sudeste/MG*Sete Lagoas;01/04/2023;01/04/2023;03/04/2023;03/04/2023;3915;199.48;5849.03;6.92;0;332.74;40
RJ201915767528;Sudeste/RJ*Duque de Caxias;01/04/2023;01/04/2023;04/04/2023;04/04/2023;4605;61.54;787.79;6.61;0;116.11;16
RJ201912725239;Sudeste/RJ*Campos dos Goytacazes;01/04/2023;01/04/2023;10/04/2023;12/04/2023;4495;58.15;3421.26;12.16;0;108.29;14
RJ201916006110;Sudeste/RJ*Barra do Piraí;01/04/2023;01/04/2023;07/04/2023;07/04/2023;4805;80.14;1348.52;5.93;0;140.85;7
RJ201912761570;Sudeste/RJ*Rio de Janeiro;01/04/2023;01/04/2023;02/04/2023;02/04/2023;4575;78.53;1893.06;13.7;0;142.27;21
RJ201916303852;Sudeste/RJ*Duque de Caxias;01/04/2023;01/04/2023;03/04/2023;03/04/2023;4925;92.36;787.79;6.61;0;157.08;6
