WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;31/08/2023;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
RS201914641531;Sul/RS*Rio Grande;01/08/2023;01/08/2023;07/08/2023;07/08/2023;6205;132.45;1615.63;10.37;0;137.28;10
RJ201915289169;Sudeste/RJ*Japeri;01/08/2023;01/08/2023;08/08/2023;08/08/2023;4325;77.88;599.87;6.11;0;145.02;12
RJ201915229637;Sudeste/RJ*Japeri;01/08/2023;01/08/2023;03/08/2023;03/08/2023;4435;140.63;1870.33;5.43;0;252.48;28
RS201913887347;Sul/RS*Viamão;01/08/2023;01/08/2023;07/08/2023;07/08/2023;6295;318.62;662.89;6.8;0;329.02;20
SP201913561509;Sudeste/SP*São Paulo;01/08/2023;01/08/2023;07/08/2023;07/08/2023;3485;215.58;2977.29;1.5;0;333.31;27
RJ201913723612;Sudeste/RJ*Rio de Janeiro;01/08/2023;01/08/2023;05/08/2023;05/08/2023;5105;82.26;2400.68;14.9;0;147.68;15
RS201915522325;Sul/RS*Cachoeirinha;01/08/2023;01/08/2023;08/08/2023;08/08/2023;6385;346.36;2986.35;5.385;0;332.91;27
MG201912701579;Sudeste/MG*Montes Claros;01/08/2023;01/08/2023;11/08/2023;12/08/2023;4215;124.14;3008.46;10.58;0;202.61;14
RJ201913183074;Sudeste/RJ*Japeri;01/08/2023;01/08/2023;10/08/2023;13/08/2023;4855;136.71;599.87;6.11;0;254.11;20
RJ201914468176;Sudeste/RJ*Rio de Janeiro;01/08/2023;01/08/2023;05/08/2023;05/08/2023;4575;155.8;2400.68;14.9;0;268.62;35
RJ201915248479;Sudeste/RJ*São João de Meriti;01/08/2023;01/08/2023;02/08/2023;02/08/2023;4525;107.95;3973.76;3.37;0;193.81;17
RS201915085950;Sul/RS*Porto Alegre;01/08/2023;01/08/2023;10/08/2023;13/08/2023;6415;140.7;3198.48;1.075;0;134.31;11
RS201916169252;Sul/RS*Cachoeirinha;01/08/2023;01/08/2023;08/08/2023;08/08/2023;6295;164.51;2986.35;5.385;0;159.5;3
RS201916126970;Sul/RS*São Leopoldo;01/08/2023;01/08/2023;05/08/2023;05/08/2023;6195;151.51;1330.15;12.54;0;156.45;16
RS201915903027;Sul/RS*Viamão;01/08/2023;01/08/2023;10/08/2023;12/08/2023;6295;248.51;662.89;6.8;0;257.1;36
RS201913082455;Sul/RS*Canoas;01/08/2023;01/08/2023;09/08/2023;12/08/2023;6255;107.73;2499.64;12.09;0;103.91;10
RS201913542472;Sul/RS*Santa Maria;01/08/2023;01/08/2023;07/08/2023;07/08/2023;6565;228.68;1615.01;11.65;0;237.91;36
RJ201916169346;Sudeste/RJ*Japeri;01/08/2023;01/08/2023;03/08/2023;03/08/2023;4645;81.99;1870.33;5.43;0;149.34;13
RS201915786757;Sul/RS*Santa Maria;01/08/2023;01/08/2023;02/08/2023;02/08/2023;6425;293.51;1615.01;11.65;0;281.14;39
SC201914482524;Sul/SC*Chapecó;01/08/2023;01/08/2023;06/08/2023;06/08/2023;6915;92.76;3246.88;4.77;0;165.65;25
SP201914721295;Sudeste/SP*São Paulo;01/08/2023;01/08/2023;03/08/2023;03/08/2023;2865;85.1;3040.88;10.51;0;120.61;18
SP201915466224;Sudeste/SP*São Paulo;01/08/2023;01/08/2023;03/08/2023;03/08/2023;3145;148.33;2073.97;8.41;0;220.34;7
SP201916166521;Sudeste/SP*Itapevi;01/08/2023;01/08/2023;04/08/2023;04/08/2023;2025;149.52;2069.98;11.82;0;228.21;25
RJ201912787988;Sudeste/RJ*Japeri;01/08/2023;01/08/2023;07/08/2023;07/08/2023;4465;133.73;328.62;6.13;0;245.83;5
RJ201916267739;Sudeste/RJ*Japeri;01/08/2023;01/08/2023;09/08/2023;12/08/2023;4835;55.93;328.62;6.13;0;104.15;15
RJ201915229637;Sudeste/RJ*Japeri;01/08/2023;01/08/2023;03/08/2023;03/08/2023;4435;62.34;1870.33;5.43;0;113.34;9
RJ201913146586;Sudeste/RJ*Mesquita;01/08/2023;01/08/2023;09/08/2023;12/08/2023;4515;73.07;1324.63;4.36;0;125.55;6
SP201914284846;Sudeste/SP*São Paulo;01/08/2023;01/08/2023;09/08/2023;09/08/2023;3255;99.31;1542.52;6.0;0;144.18;3
SP201914823613;Sudeste/SP*Guaratinguetá;01/08/2023;01/08/2023;04/08/2023;04/08/2023;3425;101.61;3487.16;4.31;0;144.5;4
SP201914445755;Sudeste/SP*São Paulo;01/08/2023;01/08/2023;09/08/2023;12/08/2023;3065;106.66;1187.82;6.33;0;166.13;15
SP201916021589;Sudeste/SP*São Paulo;01/08/2023;01/08/2023;02/08/2023;02/08/2023;2725;121.3;5244.32;2.8;0;173.09;7
SP201915723390;Sudeste/SP*Jundiaí;01/08/2023;01/08/2023;06/08/2023;06/08/2023;2605;124.56;1855.01;3.15;0;180.21;23
RJ201913428066;Sudeste/RJ*Japeri;01/08/2023;01/08/2023;02/08/2023;02/08/2023;4735;101.89;1870.33;5.43;0;183.58;26
SP201915222644;Sudeste/SP*São Paulo;01/08/2023;01/08/2023;06/08/2023;06/08/2023;3305;129.48;5749.53;5.1;0;192.0;21
SP201912987543;Sudeste/SP*São Paulo;01/08/2023;01/08/2023;04/08/2023;04/08/2023;3495;132.49;2291.83;6.24;0;192.68;4
RJ201913767836;Sudeste/RJ*São João de Meriti;01/08/2023;01/08/2023;06/08/2023;06/08/2023;4435;116.2;3973.76;3.37;0;196.95;6
SP201914947081;Sudeste/SP*Catanduva;01/08/2023;01/08/2023;08/08/2023;08/08/2023;3335;133.64;2174.48;3.95;0;197.46;6
SP201915329366;Sudeste/SP*Guarulhos;01/08/2023;01/08/2023;05/08/2023;05/08/2023;3345;129.97;3613.99;5.9;0;200.57;4
RJ201913902298;Sudeste/RJ*Japeri;01/08/2023;01/08/2023;04/08/2023;04/08/2023;4655;118.53;328.62;6.13;0;204.71;31
RS201912621254;Sul/RS*Porto Alegre;01/08/2023;01/08/2023;09/08/2023;09/08/2023;6145;208.34;3198.48;1.075;0;207.06;31
SP201915243537;Sudeste/SP*São Paulo;01/08/2023;01/08/2023;04/08/2023;04/08/2023;2095;136.1;3203.72;9.295000000000002;0;207.72;6
