WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;28/02/2023;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
MG201915547412;Sudeste/MG*Varginha;01/02/2023;01/02/2023;02/02/2023;02/02/2023;3895;124.37;1190.57;11.66;0;192.29;4
RJ201912745856;Sudeste/RJ*Duque de Caxias;01/02/2023;01/02/2023;10/02/2023;11/02/2023;4345;190.55;2705.5699999999997;5.83;0;349.0;21
SP201913785473;Sudeste/SP*São Paulo;01/02/2023;01/02/2023;03/02/2023;03/02/2023;3165;228.83;5100.31;7.26;0;337.51;30
SP201914668127;Sudeste/SP*São Paulo;01/02/2023;01/02/2023;02/02/2023;02/02/2023;3005;187.84;1160.52;5.51;0;288.8;35
SP201913621562;Sudeste/SP*São Paulo;01/02/2023;01/02/2023;07/02/2023;07/02/2023;2945;172.37;2916.01;3.69;0;246.81;30
MG201916169548;Sudeste/MG*Patos de Minas;01/02/2023;01/02/2023;04/02/2023;04/02/2023;4115;129.29;4523.67;5.98;0;220.52;7
SP201914388845;Sudeste/SP*São Paulo;01/02/2023;01/02/2023;03/02/2023;03/02/2023;2205;98.6;2419.58;8.26;0;148.86;13
RJ201913584632;Sudeste/RJ*São João de Meriti;01/02/2023;01/02/2023;10/02/2023;12/02/2023;4965;137.94;2052.77;6.74;0;239.48;22
RJ201915124258;Sudeste/RJ*Rio de Janeiro;01/02/2023;01/02/2023;08/02/2023;08/02/2023;4525;105.2;1220.6;14.02;0;184.57;18
SP201916064366;Sudeste/SP*Ribeirão Preto;01/02/2023;01/02/2023;02/02/2023;02/02/2023;3425;87.01;1795.48;6.13;0;124.8;4
SP201916361099;Sudeste/SP*São Paulo;01/02/2023;01/02/2023;11/02/2023;14/02/2023;2245;113.54;786.6999999999999;2.56;0;166.0;17
SP201914642053;Sudeste/SP*Guarulhos;01/02/2023;01/02/2023;07/02/2023;07/02/2023;3235;103.06;1855.14;5.5;0;149.36;22
RJ201916182369;Sudeste/RJ*Niterói;01/02/2023;01/02/2023;08/02/2023;08/02/2023;5105;128.18;3221.12;8.025;0;239.15;7
RJ201916009617;Sudeste/RJ*Queimados;01/02/2023;01/02/2023;10/02/2023;13/02/2023;5095;176.59;3860.33;11.07;0;313.1;41
RJ201915082392;Sudeste/RJ*Rio de Janeiro;01/02/2023;01/02/2023;07/02/2023;07/02/2023;5025;156.54;2739.63;1.94;0;282.05;17
MG201912946782;Sudeste/MG*Varginha;01/02/2023;01/02/2023;04/02/2023;04/02/2023;4115;175.99;1190.57;11.66;0;294.64;9
MG201914623447;Sudeste/MG*Coronel Fabriciano;01/02/2023;01/02/2023;06/02/2023;06/02/2023;3645;68.4;5305.97;9.62;0;112.65;2
MG201912669849;Sudeste/MG*Contagem;01/02/2023;01/02/2023;09/02/2023;11/02/2023;4305;128.25;4216.47;5.26;0;213.92;15
RJ201914205655;Sudeste/RJ*Rio de Janeiro;01/02/2023;01/02/2023;05/02/2023;05/02/2023;4425;125.09;2739.63;1.94;0;225.39;11
MG201913669280;Sudeste/MG*Sete Lagoas;01/02/2023;01/02/2023;09/02/2023;10/02/2023;3615;62.63;2769.73;5.14;0;102.04;9
RJ201914047733;Sudeste/RJ*Rio de Janeiro;01/02/2023;01/02/2023;10/02/2023;13/02/2023;4595;54.53;1220.6;14.02;0;102.89;14
RJ201915707074;Sudeste/RJ*Queimados;01/02/2023;01/02/2023;08/02/2023;08/02/2023;4815;58.84;3228.63;5.26;0;103.23;4
MG201914221360;Sudeste/MG*Montes Claros;01/02/2023;01/02/2023;09/02/2023;09/02/2023;3985;65.51;5642.21;4.32;0;107.3;2
MG201913341112;Sudeste/MG*Sete Lagoas;01/02/2023;01/02/2023;02/02/2023;02/02/2023;3995;67.7;2769.73;5.14;0;115.68;7
RJ201913488703;Sudeste/RJ*Petrópolis;01/02/2023;01/02/2023;03/02/2023;03/02/2023;4475;67.19;4920.14;4.78;0;119.13;8
SP201913362969;Sudeste/SP*Guarulhos;01/02/2023;01/02/2023;11/02/2023;14/02/2023;2755;85.46;3935.17;7.87;0;126.04;6
RJ201914823373;Sudeste/RJ*Niterói;01/02/2023;01/02/2023;04/02/2023;04/02/2023;4345;74.52;3221.12;8.025;0;127.83;12
RJ201915205900;Sudeste/RJ*Rio de Janeiro;01/02/2023;01/02/2023;03/02/2023;03/02/2023;4415;73.86;1220.6;14.02;0;128.67;6
SP201913561435;Sudeste/SP*São Paulo;01/02/2023;01/02/2023;10/02/2023;12/02/2023;2875;95.6;3838.13;5.79;0;135.49;19
RS201914385028;Sul/RS*Viamão;01/02/2023;01/02/2023;10/02/2023;11/02/2023;6155;131.53;2192.38;7.075;0;137.35;19
RJ201913107095;Sudeste/RJ*Rio de Janeiro;01/02/2023;01/02/2023;08/02/2023;08/02/2023;4765;82.69;2739.63;1.94;0;142.08;13
SP201916126296;Sudeste/SP*São Paulo;01/02/2023;01/02/2023;10/02/2023;11/02/2023;2635;111.58;1383.0;10.96;0;163.71;8
SP201912769341;Sudeste/SP*Votorantim;01/02/2023;01/02/2023;04/02/2023;04/02/2023;3025;115.71;3370.1200000000003;15.31;0;163.71;21
RJ201915301271;Sudeste/RJ*Nova Iguaçu;01/02/2023;01/02/2023;11/02/2023;13/02/2023;4815;89.71;1112.34;9.43;0;163.71;8
PR201913524000;Sul/PR*Maringá;01/02/2023;01/02/2023;05/02/2023;05/02/2023;6005;96.43;2207.66;5.65;0;163.71;10
SC201913067420;Sul/SC*Criciúma;01/02/2023;01/02/2023;10/02/2023;11/02/2023;6745;88.73;568.28;9.85;0;163.71;21
RJ201913325672;Sudeste/RJ*Duque de Caxias;01/02/2023;01/02/2023;02/02/2023;02/02/2023;4655;92.71;2705.5699999999997;5.83;13;174.27;23
MG201913429243;Sudeste/MG*Sete Lagoas;01/02/2023;01/02/2023;10/02/2023;13/02/2023;4175;112.34;4900.72;7.54;0;185.35;20
RJ201916086329;Sudeste/RJ*Petrópolis;01/02/2023;01/02/2023;07/02/2023;07/02/2023;4365;103.1;4920.14;4.78;0;185.77;28
SP201913128498;Sudeste/SP*Jaú;01/02/2023;01/02/2023;02/02/2023;02/02/2023;2055;133.61;1815.96;6.19;0;189.36;8
