WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;30/06/2023;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
RJ201914104561;Sudeste/RJ*Duque de Caxias;01/06/2023;01/06/2023;10/06/2023;12/06/2023;4895;118.0;2297.49;7.91;0;212.62;13
RS201914847069;Sul/RS*Porto Alegre;01/06/2023;01/06/2023;02/06/2023;02/06/2023;6415;270.29;2412.84;2.25;0;271.54;8
RS201913428286;Sul/RS*Bagé;01/06/2023;01/06/2023;02/06/2023;02/06/2023;6655;290.41;3202.33;7.5;0;284.05;6
MG201913349413;Sudeste/MG*Pará de Minas;01/06/2023;01/06/2023;05/06/2023;05/06/2023;4245;96.9;2773.62;5.8;0;164.04;16
SP201916323882;Sudeste/SP*São Bernardo do Campo;01/06/2023;01/06/2023;06/06/2023;06/06/2023;2875;130.51;2764.85;7.59;0;185.28;22
RS201915223059;Sul/RS*Canoas;01/06/2023;01/06/2023;05/06/2023;05/06/2023;6695;274.01;2668.14;4.66;0;284.54;31
SP201915663240;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;11/06/2023;12/06/2023;2805;144.06;3373.29;8.26;0;223.14;4
SC201914189933;Sul/SC*Florianópolis;01/06/2023;01/06/2023;07/06/2023;07/06/2023;7005;109.02;2358.81;8.73;0;203.39;22
MG201913928684;Sudeste/MG*Pará de Minas;01/06/2023;01/06/2023;05/06/2023;05/06/2023;3755;137.87;2773.62;5.8;0;229.56;5
SP201915782876;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;02/06/2023;02/06/2023;2485;224.4;3589.4;1.985;0;325.22;7
SP201915043298;Sudeste/SP*Tatuí;01/06/2023;01/06/2023;05/06/2023;05/06/2023;2305;105.33;2668.14;3.56;0;152.38;8
RJ201915009524;Sudeste/RJ*Duque de Caxias;01/06/2023;01/06/2023;02/06/2023;02/06/2023;4535;59.98;2297.49;7.91;0;106.34;10
RS201915145153;Sul/RS*Porto Alegre;01/06/2023;01/06/2023;06/06/2023;06/06/2023;6255;110.14;2032.47;9.64;0;108.68;14
RJ201914923455;Sudeste/RJ*Rio de Janeiro;01/06/2023;01/06/2023;02/06/2023;02/06/2023;5105;60.71;4148.07;3.82;0;111.4;8
SP201916089248;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;11/06/2023;13/06/2023;2465;79.57;1914.87;1.895;0;114.13;3
RS201913266217;Sul/RS*Porto Alegre;01/06/2023;01/06/2023;09/06/2023;09/06/2023;6275;114.66;3195.24;7.04;0;116.03;13
RJ201913246761;Sudeste/RJ*Duque de Caxias;01/06/2023;01/06/2023;10/06/2023;13/06/2023;5065;70.89;2297.49;7.91;0;121.38;7
SP201915341979;Sudeste/SP*Lorena;01/06/2023;01/06/2023;03/06/2023;03/06/2023;2245;81.91;888.65;4.16;0;123.65;5
RJ201913144615;Sudeste/RJ*Campos dos Goytacazes;01/06/2023;01/06/2023;02/06/2023;02/06/2023;4625;89.03;1222.88;8.36;0;164.56;3
SP201915422773;Sudeste/SP*São Bernardo do Campo;01/06/2023;01/06/2023;11/06/2023;14/06/2023;2955;113.61;1519.67;7.04;0;175.0;11
SP201915242098;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;02/06/2023;02/06/2023;2645;118.04;4853.69;4.4350000000000005;0;176.92;9
SP201913109285;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;02/06/2023;02/06/2023;2915;127.02;1186.48;4.74;0;194.22;29
MG201916401242;Sudeste/MG*Montes Claros;01/06/2023;01/06/2023;09/06/2023;10/06/2023;3875;117.01;3328.89;7.65;0;195.89;6
SP201914868492;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;05/06/2023;05/06/2023;3225;128.4;756.67;7.49;0;196.33;26
SP201914982895;Sudeste/SP*São Bernardo do Campo;01/06/2023;01/06/2023;09/06/2023;09/06/2023;2045;136.38;1604.83;3.3550000000000004;0;202.58;12
SP201915767097;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;02/06/2023;02/06/2023;3395;143.31;3112.24;5.715000000000001;0;206.26;10
SC201914949594;Sul/SC*Florianópolis;01/06/2023;01/06/2023;11/06/2023;14/06/2023;6995;117.4;2358.81;8.73;0;207.05;6
RS201913588285;Sul/RS*Porto Alegre;01/06/2023;01/06/2023;07/06/2023;07/06/2023;6515;222.35;2412.84;2.25;0;210.8;15
SP201913123679;Sudeste/SP*Ribeirão Preto;01/06/2023;01/06/2023;07/06/2023;07/06/2023;3345;146.15;1512.0;6.65;0;219.05;24
SP201914341193;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;05/06/2023;05/06/2023;2525;140.8;577.01;13.26;0;220.97;33
RJ201915963628;Sudeste/RJ*Campos dos Goytacazes;01/06/2023;01/06/2023;05/06/2023;05/06/2023;4785;135.85;1222.88;8.36;0;233.02;33
RJ201913305680;Sudeste/RJ*São Gonçalo;01/06/2023;01/06/2023;06/06/2023;06/06/2023;4835;147.23;1121.69;9.32;0;252.97;28
RS201913047955;Sul/RS*Porto Alegre;01/06/2023;01/06/2023;06/06/2023;06/06/2023;6535;261.94;2032.47;9.64;0;253.52;28
RJ201913406793;Sudeste/RJ*São Gonçalo;01/06/2023;01/06/2023;10/06/2023;13/06/2023;4555;136.82;1121.69;9.32;0;256.21;20
RJ201916245341;Sudeste/RJ*Rio de Janeiro;01/06/2023;01/06/2023;10/06/2023;13/06/2023;5015;141.73;3521.39;8.71;0;263.44;24
SP201914268582;Sudeste/SP*Ribeirão Preto;01/06/2023;01/06/2023;06/06/2023;06/06/2023;2105;183.18;5903.89;1.48;0;277.04;22
SP201912828880;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;09/06/2023;09/06/2023;3085;184.36;1979.46;7.5649999999999995;0;282.93;17
SP201914646644;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;04/06/2023;04/06/2023;3245;203.39;1472.19;5.59;0;313.3;16
SP201913962562;Sudeste/SP*Araraquara;01/06/2023;01/06/2023;02/06/2023;02/06/2023;2705;218.03;1649.11;7.29;0;318.75;45
SP201914326631;Sudeste/SP*Santo André;01/06/2023;01/06/2023;11/06/2023;14/06/2023;3375;212.33;2602.37;18.87;0;320.55;13
SP201913026674;Sudeste/SP*Campinas;01/06/2023;01/06/2023;04/06/2023;04/06/2023;3045;219.78;1661.83;5.73;0;331.2;50
SP201915348256;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;05/06/2023;05/06/2023;2085;234.37;1433.8700000000001;8.41;0;335.0;23
MG201913325953;Sudeste/MG*Montes Claros;01/06/2023;01/06/2023;02/06/2023;02/06/2023;4305;208.29;2746.88;5.22;0;338.14;51
RJ201914729104;Sudeste/RJ*Rio de Janeiro;01/06/2023;01/06/2023;05/06/2023;05/06/2023;4645;203.95;4148.07;3.82;0;346.85;42
RJ201915009524;Sudeste/RJ*Duque de Caxias;01/06/2023;01/06/2023;02/06/2023;02/06/2023;4535;184.86;2297.49;7.91;0;348.8;10
RJ201915287394;Sudeste/RJ*Rio de Janeiro;01/06/2023;01/06/2023;10/06/2023;12/06/2023;4485;193.67;4148.07;3.82;0;349.59;45
SP201912801066;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;02/06/2023;02/06/2023;2205;230.66;2359.68;6.03;0;353.34;28
RS201914864286;Sul/RS*Bagé;01/06/2023;01/06/2023;06/06/2023;06/06/2023;6145;367.74;3202.33;7.5;0;371.45;45
MG201916126721;Sudeste/MG*Betim;01/06/2023;01/06/2023;02/06/2023;02/06/2023;4075;229.33;1038.57;2.92;0;381.13;38
SP201914907604;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;08/06/2023;08/06/2023;3135;264.1;1984.22;6.63;0;381.43;34
RS201916246242;Sul/RS*Porto Alegre;01/06/2023;01/06/2023;04/06/2023;04/06/2023;6265;420.37;1516.98;7.04;0;423.08;13
SP201915644859;Sudeste/SP*Itapetininga;01/06/2023;01/06/2023;04/06/2023;04/06/2023;2325;289.44;1672.36;7.54;0;449.16;27
RJ201913703691;Sudeste/RJ*Rio de Janeiro;01/06/2023;01/06/2023;07/06/2023;07/06/2023;4325;241.1;3521.39;8.71;0;453.19;32
SP201913765763;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;10/06/2023;12/06/2023;3325;299.88;2987.2999999999997;3.49;0;461.92;18
RJ201913187069;Sudeste/RJ*Rio de Janeiro;01/06/2023;01/06/2023;05/06/2023;05/06/2023;4675;261.27;3521.39;8.71;0;468.23;28
SP201913228078;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;03/06/2023;03/06/2023;2485;309.8;2300.36;5.58;0;482.56;53
SP201915382485;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;05/06/2023;05/06/2023;2965;345.2;2396.95;3.27;0;491.74;44
RJ201916245341;Sudeste/RJ*Rio de Janeiro;01/06/2023;01/06/2023;10/06/2023;13/06/2023;5015;296.17;3521.39;8.71;0;512.41;72
RS201913024906;Sul/RS*Porto Alegre;01/06/2023;01/06/2023;02/06/2023;02/06/2023;6665;533.55;1516.98;7.04;0;515.51;41
RJ201915963628;Sudeste/RJ*Campos dos Goytacazes;01/06/2023;01/06/2023;05/06/2023;05/06/2023;4785;290.21;1222.88;8.36;0;537.42;81
SP201914303999;Sudeste/SP*São Paulo;01/06/2023;01/06/2023;02/06/2023;02/06/2023;3165;368.87;1018.06;4.76;0;560.94;73
SP201916249513;Sudeste/SP*Santo André;01/06/2023;01/06/2023;04/06/2023;04/06/2023;3335;460.76;3263.0;3.54;0;717.7;100
RS201914582710;Sul/RS*Porto Alegre;01/06/2023;01/06/2023;07/06/2023;07/06/2023;6485;768.32;3195.24;7.04;0;733.41;73
RJ201913646157;Sudeste/RJ*São Gonçalo;01/06/2023;01/06/2023;11/06/2023;13/06/2023;4855;398.04;1121.69;9.32;0;744.0;52
