WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;31/03/2023;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
SP201913588381;Sudeste/SP*São Paulo;01/03/2023;01/03/2023;05/03/2023;05/03/2023;2785;164.89;1344.94;9.77;0;238.97;7
SP201916106954;Sudeste/SP*São Paulo;01/03/2023;01/03/2023;03/03/2023;03/03/2023;2555;207.65;1739.76;2.805;0;307.35;43
RJ201912623485;Sudeste/RJ*Rio de Janeiro;01/03/2023;01/03/2023;09/03/2023;09/03/2023;4475;161.72;4772.0;2.23;0;300.59;36
SP201915266810;Sudeste/SP*São Paulo;01/03/2023;01/03/2023;11/03/2023;14/03/2023;2155;94.03;4858.93;14.59;0;135.81;11
SP201913767586;Sudeste/SP*Leme;01/03/2023;01/03/2023;03/03/2023;03/03/2023;2265;159.2;1414.71;1.93;0;234.4;35
SP201913729556;Sudeste/SP*São Paulo;01/03/2023;01/03/2023;09/03/2023;12/03/2023;2245;87.97;2684.5;4.26;0;134.76;4
RJ201916301259;Sudeste/RJ*Petrópolis;01/03/2023;01/03/2023;07/03/2023;07/03/2023;4955;126.17;4299.5;3.64;0;223.31;22
RJ201912666545;Sudeste/RJ*Queimados;01/03/2023;01/03/2023;05/03/2023;05/03/2023;4445;94.22;4746.57;4.88;0;161.06;16
RJ201912782298;Sudeste/RJ*Rio de Janeiro;01/03/2023;01/03/2023;03/03/2023;03/03/2023;4345;150.64;4446.41;6.32;0;284.23;28
MG201914225749;Sudeste/MG*Juiz de Fora;01/03/2023;01/03/2023;08/03/2023;08/03/2023;4095;82.85;2521.33;9.99;0;130.08;7
SP201915265485;Sudeste/SP*São Paulo;01/03/2023;01/03/2023;05/03/2023;05/03/2023;3195;65.5;3752.1;13.97;0;101.65;6
SP201915788575;Sudeste/SP*São Paulo;01/03/2023;01/03/2023;09/03/2023;09/03/2023;2925;121.62;3317.14;8.19;0;189.8;25
SP201915829755;Sudeste/SP*São Paulo;01/03/2023;01/03/2023;03/03/2023;03/03/2023;2335;181.59;1653.71;5.095;0;260.46;8
RJ201913846542;Sudeste/RJ*Macaé;01/03/2023;01/03/2023;06/03/2023;06/03/2023;4785;149.95;2640.7;4.0;0;278.72;14
RJ201914082046;Sudeste/RJ*Petrópolis;01/03/2023;01/03/2023;07/03/2023;07/03/2023;4395;89.28;4299.5;3.64;0;153.67;6
RJ201913867160;Sudeste/RJ*Queimados;01/03/2023;01/03/2023;05/03/2023;05/03/2023;4375;80.33;4746.57;4.88;0;137.08;10
RJ201914541548;Sudeste/RJ*Macaé;01/03/2023;01/03/2023;06/03/2023;06/03/2023;4925;151.71;2640.7;4.0;0;272.86;35
RJ201915608486;Sudeste/RJ*Rio de Janeiro;01/03/2023;01/03/2023;11/03/2023;14/03/2023;4915;109.72;4772.0;2.23;0;196.98;22
RJ201915321283;Sudeste/RJ*Belford Roxo;01/03/2023;01/03/2023;08/03/2023;08/03/2023;4915;168.57;2279.44;1.55;0;285.71;43
MG201914207542;Sudeste/MG*Barbacena;01/03/2023;01/03/2023;09/03/2023;11/03/2023;4045;168.87;2895.38;17.22;0;289.66;26
PR201915122679;Sul/PR*Curitiba;01/03/2023;01/03/2023;11/03/2023;14/03/2023;5345;142.54;5487.69;6.06;0;251.39;33
RJ201915862810;Sudeste/RJ*Rio de Janeiro;01/03/2023;01/03/2023;06/03/2023;06/03/2023;4925;119.42;4772.0;2.23;0;219.93;29
RS201914007084;Sul/RS*Cachoeirinha;01/03/2023;01/03/2023;02/03/2023;02/03/2023;6105;108.23;2655.0499999999997;4.24;0;112.81;6
RJ201913903560;Sudeste/RJ*Rio de Janeiro;01/03/2023;01/03/2023;08/03/2023;08/03/2023;4505;71.75;4525.88;7.83;0;126.99;3
RS201914741999;Sul/RS*Bagé;01/03/2023;01/03/2023;05/03/2023;05/03/2023;6665;131.1;3465.57;2.46;0;133.88;8
RJ201916346055;Sudeste/RJ*Belford Roxo;01/03/2023;01/03/2023;04/03/2023;04/03/2023;5095;79.05;913.55;2.3000000000000003;0;140.16;10
RJ201912925890;Sudeste/RJ*Belford Roxo;01/03/2023;01/03/2023;04/03/2023;04/03/2023;5025;76.98;1997.54;4.455;0;141.77;16
RJ201913045539;Sudeste/RJ*Rio de Janeiro;01/03/2023;01/03/2023;11/03/2023;14/03/2023;4375;84.98;4446.41;6.32;0;148.31;10
SC201913124233;Sul/SC*Florianópolis;01/03/2023;01/03/2023;09/03/2023;09/03/2023;6835;90.57;4432.18;1.67;0;169.92;17
MG201916148944;Sudeste/MG*Belo Horizonte;01/03/2023;01/03/2023;03/03/2023;03/03/2023;3535;104.44;3185.8;4.4350000000000005;0;174.86;3
MG201913968878;Sudeste/MG*Barbacena;01/03/2023;01/03/2023;03/03/2023;03/03/2023;4165;107.71;2895.38;17.22;0;174.86;16
RJ201912981107;Sudeste/RJ*Macaé;01/03/2023;01/03/2023;06/03/2023;06/03/2023;4915;104.32;2640.7;4.0;0;184.96;17
SP201915103774;Sudeste/SP*São Paulo;01/03/2023;01/03/2023;07/03/2023;07/03/2023;2885;124.0;3887.66;4.92;0;189.95;13
SC201912823753;Sul/SC*Chapecó;01/03/2023;01/03/2023;07/03/2023;07/03/2023;6925;105.07;1051.32;6.8;0;194.57;4
RS201913641775;Sul/RS*Porto Alegre;01/03/2023;01/03/2023;08/03/2023;08/03/2023;6075;193.09;2555.11;4.79;0;197.92;6
SP201915949841;Sudeste/SP*São Paulo;01/03/2023;01/03/2023;06/03/2023;06/03/2023;3255;138.22;2672.83;5.585;0;198.25;22
SC201915261733;Sul/SC*Florianópolis;01/03/2023;01/03/2023;02/03/2023;02/03/2023;6985;111.9;3370.1200000000003;3.955;0;207.99;6
RJ201915946573;Sudeste/RJ*Rio de Janeiro;01/03/2023;01/03/2023;06/03/2023;06/03/2023;4645;117.75;4446.41;6.32;0;211.78;11
RJ201914385468;Sudeste/RJ*Queimados;01/03/2023;01/03/2023;04/03/2023;04/03/2023;4775;117.84;4746.57;4.88;0;212.7;30
