Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
05/2021;2025;377;632.8725000000001;277.7325;2702.91;3613.5150000000003
05/2021;2035;583;721.74;328.8225;2263.5075;3314.07
05/2021;2045;161;40.8975;21.637500000000003;103.7775;166.3125
05/2021;2055;729;615.66;321.42;2433.7200000000003;3370.7999999999997
05/2021;2065;694;2995.5;1502.25;12801.285;17299.035
05/2021;2075;152;78.69;38.7525;332.5425;449.985
05/2021;2085;381;233.54999999999998;123.5625;687.075;1044.1875
05/2021;2095;567;311.7525;154.245;803.7525;1269.75
05/2021;2105;126;314.4;112.7775;863.3925;1290.57
05/2021;2115;756;314.5725;154.935;1064.8425;1534.35
05/2021;2125;414;189.6225;91.7175;656.4675;937.8075000000001
05/2021;2135;460;645.54;283.29;1860.4425;2789.2725
05/2021;2145;337;435.03749999999997;190.91250000000002;1282.44;1908.3899999999999
05/2021;2155;317;177.6225;70.80000000000001;574.1624999999999;822.585
05/2021;2165;762;379.2525;164.085;1286.07;1829.4075
05/2021;2175;387;3094.8825;1185.7275;8574.067500000001;12854.6775
05/2021;2185;231;26.775000000000002;13.485;112.2525;152.5125
05/2021;2195;454;83.385;31.6275;314.145;429.1575
05/2021;2205;781;677.8125;243.1275;2452.455;3373.3949999999995
05/2021;2215;450;245.4225;111.30000000000001;602.2125000000001;958.935
05/2021;2225;966;1295.5500000000002;579.3375000000001;4096.095;5970.9825
05/2021;2235;318;342.9225;174.3075;1201.1399999999999;1718.37
05/2021;2245;334;95.4375;50.489999999999995;402.67499999999995;548.6025
05/2021;2255;137;360.0825;142.125;904.545;1406.7525
05/2021;2265;462;1556.355;657.5175;4394.6925;6608.5650000000005
05/2021;2275;666;569.5125;248.7525;1357.9725;2176.2375
05/2021;2285;654;3086.3175;1218.1725000000001;12444.487500000001;16748.9775
05/2021;2295;636;437.7075;190.27499999999998;1166.2575;1794.2400000000002
05/2021;2305;708;230.4225;104.49;590.25;925.1624999999999
05/2021;2315;603;22520.324999999997;10117.8225;71637.07500000001;104275.2225
05/2021;2325;171;68.22749999999999;28.9575;187.8075;284.9925
