Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
11/2021;2025;216;986.7975;449.58750000000003;2373.6525;3810.0375000000004
11/2021;2035;524;4408.0425000000005;1835.6475;11245.635;17489.324999999997
11/2021;2045;201;943.7925;367.03499999999997;2434.4025;3745.2300000000005
11/2021;2055;480;652.77;308.59499999999997;1595.4524999999999;2556.8175
11/2021;2065;406;123.57750000000001;52.965;341.1675;517.71
11/2021;2075;331;250.6275;132.0075;1024.1100000000001;1406.7450000000001
11/2021;2085;605;271.59749999999997;103.02000000000001;698.7750000000001;1073.3925
11/2021;2095;659;171.23250000000002;70.2825;433.1175;674.6324999999999
11/2021;2105;277;277.545;148.7925;1023.78;1450.1175
11/2021;2115;471;153.42000000000002;67.01249999999999;564.03;784.4625000000001
11/2021;2125;373;1375.2975000000001;717.9975000000001;3641.7675;5735.0625
11/2021;2135;165;59.4225;28.4775;260.895;348.795
11/2021;2145;200;311.88;114.77250000000001;1070.3775;1497.03
11/2021;2155;605;977.235;445.23;3022.7475;4445.2125
11/2021;2165;225;471.7425;227.13;1179.81;1878.6825
11/2021;2175;191;99.69;45.63;293.7075;439.02750000000003
11/2021;2185;237;637.6725;295.96500000000003;2589.5249999999996;3523.1625000000004
11/2021;2195;465;1293.915;459.36;4313.43;6066.705
11/2021;2205;324;618.285;259.96500000000003;1901.0175;2779.2675
11/2021;2215;284;323.19;141.8325;1106.01;1571.0325
11/2021;2225;439;375.2325;179.02499999999998;1561.2375000000002;2115.495
11/2021;2235;1029;3798.42;1896.3600000000001;11562.119999999999;17256.9
11/2021;2245;617;141.84;65.8275;493.905;701.5725
11/2021;2255;446;1810.9125000000001;663.015;4780.995;7254.9225
11/2021;2265;383;178.965;80.4075;548.6324999999999;808.0049999999999
11/2021;2275;244;10.515;4.32;44.28;59.114999999999995
11/2021;2285;713;494.61;261.67499999999995;1528.56;2284.8450000000003
11/2021;2295;318;102.22500000000001;36.292500000000004;363.34499999999997;501.86249999999995
11/2021;2305;629;237.11249999999998;91.755;667.71;996.5775
11/2021;2315;387;189.54749999999999;101.16749999999999;675.1125;965.8275
11/2021;2325;534;1510.74;644.385;5856.5025000000005;8011.6275000000005
11/2021;2335;194;135.3225;67.86749999999999;410.66999999999996;613.86
11/2021;2345;515;168.0225;61.199999999999996;561.1949999999999;790.4175
11/2021;2355;763;444.9525;172.185;1412.9250000000002;2030.0625
11/2021;2365;365;69.0825;35.587500000000006;297.9;402.57
11/2021;2375;509;93.8775;35.962500000000006;273.39;403.23
11/2021;2385;490;1815.705;674.97;4351.83;6842.505
11/2021;2395;202;55.215;22.1175;229.53000000000003;306.86249999999995
11/2021;2405;188;148.64249999999998;63.405;556.245;768.2925
11/2021;2415;757;671.6775;350.6625;2038.5675;3060.9075000000003
11/2021;2425;615;332.145;126.6225;1101.6750000000002;1560.4425
11/2021;2435;598;269.9325;132.3525;1163.04;1565.3249999999998
11/2021;2445;853;2879.0025;1204.6875;7891.9425;11975.6325
11/2021;2455;558;321.6975;160.6125;1024.905;1507.215
11/2021;2465;405;386.1675;177.57750000000001;1321.68;1885.4250000000002
11/2021;2475;335;413.29499999999996;209.13750000000002;1438.605;2061.0375000000004
11/2021;2485;430;668.9775;239.96249999999998;2683.7174999999997;3592.6575000000003
11/2021;2495;380;70.2825;32.167500000000004;253.28249999999997;355.7325
11/2021;2505;401;184.73250000000002;80.3025;621.375;886.4100000000001
11/2021;2515;586;469.56000000000006;249.52499999999998;1341.3225;2060.4075000000003
11/2021;2525;239;73.47749999999999;26.7675;211.065;311.31
11/2021;2535;297;39.9375;15.997499999999999;96.0525;151.9875
11/2021;2545;514;695.0550000000001;261.0075;1677.7275;2633.79
