WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;30/04/2020;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
RJ202012167990;Sudeste/RJ*Volta Redonda;01/04/2020;01/04/2020;10/04/2020;12/04/2020;4945;102.63;2206.1;6.89;0;180.37;27
MG202011405892;Sudeste/MG*Contagem;01/04/2020;01/04/2020;03/04/2020;03/04/2020;3915;141.72;568.5;3.81;0;266.9;37
SP202011503617;Sudeste/SP*Presidente Prudente;01/04/2020;01/04/2020;04/04/2020;04/04/2020;2685;147.95;2195.39;4.475;0;260.93;18
SP202012081025;Sudeste/SP*São Paulo;01/04/2020;01/04/2020;09/04/2020;10/04/2020;2675;65.41;7569.79;7.2;0;114.76;14
RJ202011561325;Sudeste/RJ*Queimados;01/04/2020;01/04/2020;11/04/2020;14/04/2020;4545;137.99;1584.17;4.89;0;259.87;5
MG202012143496;Sudeste/MG*Montes Claros;01/04/2020;01/04/2020;10/04/2020;13/04/2020;4085;112.91;1717.79;6.21;0;206.04;19
SP202012308100;Sudeste/SP*Hortolândia;01/04/2020;01/04/2020;06/04/2020;06/04/2020;3285;90.49;4040.94;6.88;0;153.63;11
SP202011626449;Sudeste/SP*São Vicente;01/04/2020;01/04/2020;11/04/2020;14/04/2020;2595;92.04;5263.71;0.5;0;170.44;5
PR202011643298;Sul/PR*Almirante Tamandaré;01/04/2020;01/04/2020;04/04/2020;04/04/2020;5575;61.09;1078.49;7.6;0;104.61;4
PR202011543984;Sul/PR*Londrina;01/04/2020;01/04/2020;06/04/2020;06/04/2020;5455;168.32;3902.95;13.26;0;315.8;35
SP202011764877;Sudeste/SP*Mauá;01/04/2020;01/04/2020;06/04/2020;06/04/2020;3485;87.49;5929.73;3.675;0;162.92;13
SP202011802530;Sudeste/SP*São Paulo;01/04/2020;01/04/2020;06/04/2020;06/04/2020;2235;161.18;1985.27;1.79;0;293.05;44
SP202011505819;Sudeste/SP*Piracicaba;01/04/2020;01/04/2020;02/04/2020;02/04/2020;2855;98.66;1204.32;3.165;0;170.1;3
RJ202011687729;Sudeste/RJ*Queimados;01/04/2020;01/04/2020;02/04/2020;02/04/2020;4385;173.74;1584.17;4.89;0;308.05;46
RJ202011683263;Sudeste/RJ*Volta Redonda;01/04/2020;01/04/2020;08/04/2020;08/04/2020;5045;186.82;2206.1;6.89;0;336.01;50
SP202011824134;Sudeste/SP*Araraquara;01/04/2020;01/04/2020;03/04/2020;03/04/2020;2625;159.42;2094.31;7.45;0;273.92;41
RJ202011826505;Sudeste/RJ*Macaé;01/04/2020;01/04/2020;06/04/2020;06/04/2020;4365;62.61;4727.48;9.46;0;110.04;10
RS202011825436;Sul/RS*Cruz Alta;01/04/2020;01/04/2020;08/04/2020;08/04/2020;6655;62.51;3853.58;10.95;0;111.43;9
SP202011926817;Sudeste/SP*São Paulo;01/04/2020;01/04/2020;02/04/2020;02/04/2020;3335;68.3;7120.09;1.43;0;118.78;8
RJ202011404714;Sudeste/RJ*Rio de Janeiro;01/04/2020;01/04/2020;06/04/2020;06/04/2020;4885;73.88;2815.29;3.48;0;128.27;3
SP202012184412;Sudeste/SP*São Paulo;01/04/2020;01/04/2020;09/04/2020;10/04/2020;3485;74.72;1017.73;11.04;0;138.62;3
RS202011523551;Sul/RS*Cruz Alta;01/04/2020;01/04/2020;05/04/2020;05/04/2020;6495;123.83;3853.58;10.95;0;210.6;8
SP202011869504;Sudeste/SP*São Bernardo do Campo;01/04/2020;01/04/2020;09/04/2020;12/04/2020;2645;143.52;780.46;10.465;0;254.02;18
RJ202011608057;Sudeste/RJ*Nova Iguaçu;01/04/2020;01/04/2020;06/04/2020;06/04/2020;4605;150.67;2711.76;3.68;0;255.37;18
RJ202011548109;Sudeste/RJ*Volta Redonda;01/04/2020;01/04/2020;10/04/2020;11/04/2020;4925;154.38;2206.1;6.89;0;263.0;8
RJ202011988814;Sudeste/RJ*Rio de Janeiro;01/04/2020;01/04/2020;10/04/2020;12/04/2020;4875;153.95;2815.29;3.48;0;267.27;5
PR202011442554;Sul/PR*Cascavel;01/04/2020;01/04/2020;03/04/2020;03/04/2020;6015;146.4;2331.68;4.11;0;270.11;16
SP202011763932;Sudeste/SP*São Paulo;01/04/2020;01/04/2020;09/04/2020;11/04/2020;3065;163.71;4019.77;7.63;0;290.78;15
RJ202011581273;Sudeste/RJ*Nova Iguaçu;01/04/2020;01/04/2020;08/04/2020;08/04/2020;4965;183.05;2711.76;3.68;0;316.7;35
SP202012086006;Sudeste/SP*Ribeirão Preto;01/04/2020;01/04/2020;07/04/2020;07/04/2020;2105;177.46;2513.14;11.57;0;325.01;26
RJ202012103406;Sudeste/RJ*Nova Iguaçu;01/04/2020;01/04/2020;02/04/2020;02/04/2020;4845;193.38;2711.76;3.68;0;330.0;30
RJ202012085858;Sudeste/RJ*Macaé;01/04/2020;01/04/2020;10/04/2020;12/04/2020;4985;203.67;4727.48;9.46;0;351.15;46
SP202011683199;Sudeste/SP*São Paulo;01/04/2020;01/04/2020;04/04/2020;04/04/2020;2755;203.28;9318.62;7.2;0;361.7;43
MG202011647915;Sudeste/MG*Uberaba;01/04/2020;01/04/2020;04/04/2020;04/04/2020;3995;202.97;781.89;3.05;0;373.79;52
SC202011928478;Sul/SC*Criciúma;01/04/2020;01/04/2020;10/04/2020;12/04/2020;6825;211.11;4044.57;15.69;0;376.31;26
RJ202011608057;Sudeste/RJ*Nova Iguaçu;01/04/2020;01/04/2020;06/04/2020;06/04/2020;4605;214.83;2711.76;3.68;0;380.23;46
RJ202011561325;Sudeste/RJ*Queimados;01/04/2020;01/04/2020;11/04/2020;14/04/2020;4545;243.14;1584.17;4.89;0;442.08;35
SP202011786363;Sudeste/SP*Americana;01/04/2020;01/04/2020;09/04/2020;10/04/2020;3345;249.37;6794.11;3.93;0;451.75;14
RJ202011969855;Sudeste/RJ*Volta Redonda;01/04/2020;01/04/2020;10/04/2020;11/04/2020;4465;265.61;5293.69;8.16;0;466.81;65
SC202012183210;Sul/SC*Criciúma;01/04/2020;01/04/2020;02/04/2020;02/04/2020;6965;279.59;4044.57;15.69;0;477.12;72
RJ202012123897;Sudeste/RJ*Macaé;01/04/2020;01/04/2020;10/04/2020;12/04/2020;4355;273.08;4727.48;9.46;0;484.19;68
RJ202011684603;Sudeste/RJ*Volta Redonda;01/04/2020;01/04/2020;10/04/2020;12/04/2020;4655;283.17;5293.69;8.16;0;489.92;69
RJ202011548109;Sudeste/RJ*Volta Redonda;01/04/2020;01/04/2020;10/04/2020;11/04/2020;4925;269.38;2206.1;6.89;0;490.68;29
SP202012383940;Sudeste/SP*Jacareí;01/04/2020;01/04/2020;02/04/2020;02/04/2020;2455;285.88;1861.33;2.225;0;506.88;61
RJ202011969855;Sudeste/RJ*Volta Redonda;01/04/2020;01/04/2020;10/04/2020;11/04/2020;4465;301.9;5293.69;8.16;0;547.91;77
SP202011964094;Sudeste/SP*São Paulo;01/04/2020;01/04/2020;05/04/2020;05/04/2020;3015;299.56;4798.26;10.71;0;551.68;83
PR202012109651;Sul/PR*Londrina;01/04/2020;01/04/2020;06/04/2020;06/04/2020;5745;324.58;2886.51;3.25;0;560.58;28
RJ202012123897;Sudeste/RJ*Macaé;01/04/2020;01/04/2020;10/04/2020;12/04/2020;4355;328.64;4727.48;9.46;0;571.55;80
RJ202011984884;Sudeste/RJ*Rio de Janeiro;01/04/2020;01/04/2020;10/04/2020;12/04/2020;4915;342.24;2815.29;3.48;0;593.14;65
SP202012381903;Sudeste/SP*São Paulo;01/04/2020;01/04/2020;04/04/2020;04/04/2020;2375;378.22;3131.79;4.1899999999999995;0;695.26;49
SP202011523344;Sudeste/SP*São Paulo;01/04/2020;01/04/2020;11/04/2020;12/04/2020;3005;401.27;4080.74;1.125;0;701.52;14
RJ202011988814;Sudeste/RJ*Rio de Janeiro;01/04/2020;01/04/2020;10/04/2020;12/04/2020;4875;399.54;2815.29;3.48;0;710.93;43
MG202011783714;Sudeste/MG*Cataguases;01/04/2020;01/04/2020;04/04/2020;04/04/2020;4315;386.87;6688.68;5.52;0;719.09;108
SP202011761936;Sudeste/SP*Campinas;01/04/2020;01/04/2020;11/04/2020;12/04/2020;2835;430.62;2524.43;5.93;0;737.37;81
MG202011846327;Sudeste/MG*Uberaba;01/04/2020;01/04/2020;02/04/2020;02/04/2020;3865;451.11;781.89;3.05;0;804.12;16
SP202011504891;Sudeste/SP*São Paulo;01/04/2020;01/04/2020;03/04/2020;03/04/2020;2555;499.93;2312.58;10.06;0;891.14;53
