WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;28/02/2020;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
RS202011468406;Sul/RS*Porto Alegre;01/02/2020;01/02/2020;04/02/2020;04/02/2020;6665;140.01;2110.78;7.73;0;249.58;7
SP202012223492;Sudeste/SP*São Paulo;01/02/2020;01/02/2020;09/02/2020;11/02/2020;2055;120.07;1545.8;7.91;0;216.34;13
RS202012226368;Sul/RS*Porto Alegre;01/02/2020;01/02/2020;10/02/2020;11/02/2020;6075;154.99;2110.78;7.73;0;269.55;19
SC202012103200;Sul/SC*Joinville;01/02/2020;01/02/2020;07/02/2020;07/02/2020;6725;115.55;1325.16;12.4;0;208.58;15
SP202011523712;Sudeste/SP*São Paulo;01/02/2020;01/02/2020;05/02/2020;05/02/2020;2855;178.24;1088.32;26.93;0;334.41;17
SP202011729729;Sudeste/SP*Hortolândia;01/02/2020;01/02/2020;07/02/2020;07/02/2020;2345;65.46;3933.52;2.45;0;115.66;13
SC202012343977;Sul/SC*Joinville;01/02/2020;01/02/2020;11/02/2020;13/02/2020;7055;65.58;1325.16;12.4;0;118.59;13
SP202012069409;Sudeste/SP*São Paulo;01/02/2020;01/02/2020;03/02/2020;03/02/2020;2315;73.81;1680.39;3.21;0;131.11;12
RJ202012107978;Sudeste/RJ*Rio de Janeiro;01/02/2020;01/02/2020;03/02/2020;03/02/2020;4605;78.53;2388.3;5.91;13;140.73;15
SP202012185283;Sudeste/SP*Ribeirão Pires;01/02/2020;01/02/2020;02/02/2020;02/02/2020;3065;83.72;2040.3;5.37;0;145.6;12
SP202012082850;Sudeste/SP*São Paulo;01/02/2020;01/02/2020;05/02/2020;05/02/2020;3315;82.56;4017.3100000000004;5.73;0;153.45;9
SP202012249923;Sudeste/SP*Jundiaí;01/02/2020;01/02/2020;06/02/2020;06/02/2020;3155;99.17;4419.06;9.8;0;186.06;28
SP202011584838;Sudeste/SP*Araraquara;01/02/2020;01/02/2020;03/02/2020;03/02/2020;2595;116.01;1334.35;5.91;0;197.63;20
