WIP0085 - Relatório Gerencial de Cargas;;;;;;;;;;;;
Data de Extração:;31/07/2020;Hora:;18:00:00;;;;;;;;;
NroPedido;Destino;DataPedido;DataCTE;DataPrevista;DataEntrega;ID_Veiculo;ValorFrete;PesoKg;PesoCubo;OcorrenciaDevolucao;ValorMercadoria;KMViagem
RJ202012102417;Sudeste/RJ*São João de Meriti;01/07/2020;01/07/2020;06/07/2020;06/07/2020;4635;135.44;4489.23;4.824999999999999;0;240.57;7
SP202011841284;Sudeste/SP*Ribeirão Preto;01/07/2020;01/07/2020;07/07/2020;07/07/2020;2525;128.43;1050.28;7.97;0;222.19;11
RJ202011409898;Sudeste/RJ*Rio de Janeiro;01/07/2020;01/07/2020;05/07/2020;05/07/2020;4495;169.1;1808.77;9.5;0;290.05;20
RJ202011884041;Sudeste/RJ*Teresópolis;01/07/2020;01/07/2020;02/07/2020;02/07/2020;4955;69.89;3972.69;16.34;0;131.37;18
SP202011525023;Sudeste/SP*São Paulo;01/07/2020;01/07/2020;03/07/2020;03/07/2020;2495;163.81;2181.97;4.91;0;292.52;6
SP202011446334;Sudeste/SP*São Paulo;01/07/2020;01/07/2020;02/07/2020;02/07/2020;2405;99.72;1938.12;16.97;0;174.64;23
RJ202012068986;Sudeste/RJ*Duque de Caxias;01/07/2020;01/07/2020;07/07/2020;07/07/2020;4955;177.55;1088.32;2.86;0;331.25;46
RJ202011567642;Sudeste/RJ*São João de Meriti;01/07/2020;01/07/2020;07/07/2020;07/07/2020;4655;144.38;4489.23;4.824999999999999;0;268.87;19
SC202012208957;Sul/SC*Criciúma;01/07/2020;01/07/2020;09/07/2020;11/07/2020;6895;138.0;2187.38;6.21;0;237.11;33
RJ202012401298;Sudeste/RJ*Rio de Janeiro;01/07/2020;01/07/2020;08/07/2020;08/07/2020;4915;156.07;2798.2;5.28;0;265.42;13
RJ202011969063;Sudeste/RJ*Nova Iguaçu;01/07/2020;01/07/2020;07/07/2020;07/07/2020;4995;56.27;4245.17;9.04;0;103.05;12
RS202011421983;Sul/RS*Santa Cruz do Sul;01/07/2020;01/07/2020;05/07/2020;05/07/2020;6155;67.96;6746.0;7.26;0;120.5;8
PR202011741380;Sul/PR*Colombo;01/07/2020;01/07/2020;10/07/2020;11/07/2020;5945;169.57;553.8000000000001;5.08;0;304.98;27
