Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
07/2022;2025;466;5797.971;2449.494;16371.837000000001;24619.302
07/2022;2035;238;180.846;78.98400000000001;431.199;691.029
07/2022;2045;533;512.8199999999999;202.41;2067.768;2782.998
07/2022;2055;1224;696.123;302.625;1854.819;2853.567
07/2022;2065;680;499.932;226.71;1280.6460000000002;2007.2880000000002
07/2022;2075;766;2059.4880000000003;925.2719999999999;6551.217000000001;9535.977
07/2022;2085;492;149.904;63.63;412.67699999999996;626.211
07/2022;2095;511;313.254;152.892;817.992;1284.138
07/2022;2105;782;221.184;90.342;829.602;1141.1280000000002
07/2022;2115;468;575.172;271.91700000000003;1743.399;2590.4880000000003
07/2022;2125;763;445.851;179.469;1789.029;2414.349
07/2022;2135;348;284.391;122.463;888.849;1295.7030000000002
07/2022;2145;394;1363.311;486.50399999999996;4804.2;6654.015
07/2022;2155;295;79.299;29.925;182.80800000000002;292.03200000000004
07/2022;2165;683;2537.442;1348.38;8938.683;12824.505000000001
07/2022;2175;319;166.293;67.923;584.7210000000001;818.937
07/2022;2185;742;538.389;218.835;1853.9009999999998;2611.125
07/2022;2195;646;2463.462;1006.2;5958.756;9428.418000000001
07/2022;2205;675;1886.2920000000001;759.285;4870.26;7515.837
07/2022;2215;511;770.085;319.149;3116.313;4205.5470000000005
07/2022;2225;477;455.913;235.90800000000002;1497.483;2189.304
07/2022;2235;526;995.3820000000001;494.712;2767.311;4257.405
07/2022;2245;596;563.364;242.59500000000003;1636.335;2442.294
07/2022;2255;660;478.71;234.72000000000003;1958.58;2672.01
07/2022;2265;444;389.05199999999996;178.083;1622.5739999999998;2189.7090000000003
07/2022;2275;815;219.816;116.28900000000002;682.407;1018.5120000000001
07/2022;2285;370;219.89700000000002;83.82600000000001;842.409;1146.132
07/2022;2295;979;1704.267;659.493;6798.105;9161.865
07/2022;2305;647;704.421;296.17199999999997;2877.6780000000003;3878.2709999999997
07/2022;2315;491;199.53;76.83300000000001;606.6;882.9630000000001
07/2022;2325;320;545.526;229.365;1732.8600000000001;2507.7509999999997
07/2022;2335;204;543.15;237.24000000000004;2006.7030000000002;2787.093
07/2022;2345;487;313.497;117.135;847.206;1277.838
07/2022;2355;700;350.80199999999996;173.565;999.9449999999999;1524.3120000000001
07/2022;2365;387;3697.2810000000004;1837.566;11654.118;17188.965
07/2022;2375;781;534.717;252.792;1556.2710000000002;2343.7799999999997
07/2022;2385;970;633.366;339.543;2812.7340000000004;3785.6430000000005
07/2022;2395;553;412.713;181.125;1006.8030000000001;1600.641
07/2022;2405;572;1180.674;610.9380000000001;5099.193;6890.805
07/2022;2415;439;389.772;188.523;1240.245;1818.54
07/2022;2425;1160;2127.2670000000003;942.381;8602.011;11671.659
07/2022;2435;820;267.075;100.791;707.76;1075.6260000000002
07/2022;2445;1194;1749.132;660.1410000000001;5730.156;8139.429
07/2022;2455;65;30.276;14.247;121.005;165.528
07/2022;2465;853;405.432;209.79;1388.772;2003.994
07/2022;2475;673;581.148;262.31399999999996;1697.085;2540.547
07/2022;2485;737;2111.427;862.416;6233.112;9206.955000000002
07/2022;2495;770;370.602;150.642;1288.629;1809.873
07/2022;2505;301;3160.971;1672.3170000000002;8667.513;13500.801
07/2022;2515;1356;109.872;40.842000000000006;393.381;544.095
07/2022;2525;784;563.3820000000001;200.007;1887.2549999999999;2650.644
07/2022;2535;489;74.565;30.906000000000002;241.461;346.932
07/2022;2545;572;737.73;296.955;1731.852;2766.537
07/2022;2555;682;318.15000000000003;140.28300000000002;992.304;1450.737
07/2022;2565;160;293.09400000000005;119.70899999999999;763.272;1176.075
07/2022;2575;735;639.99;262.67400000000004;1824.4170000000001;2727.081
07/2022;2585;606;128.403;67.932;344.538;540.873
07/2022;2595;1134;357.129;191.457;950.2829999999999;1498.8690000000001
07/2022;2605;851;884.277;418.041;2805.93;4108.2480000000005
07/2022;2615;258;1296.873;529.7130000000001;3776.4269999999997;5603.013
07/2022;2625;885;1769.859;907.686;4678.353;7355.898
07/2022;2635;520;1976.8049999999998;701.793;4845.555;7524.153
07/2022;2645;666;530.829;207.459;1730.8890000000001;2469.177
07/2022;2655;340;245.907;89.577;732.942;1068.4260000000002
07/2022;2665;453;558.765;248.697;1595.691;2403.1530000000002
07/2022;2675;1087;697.545;317.808;2585.196;3600.549
07/2022;2685;1018;1299.564;669.474;3455.298;5424.336
07/2022;2695;360;106.992;48.969;316.656;472.617
07/2022;2705;826;1781.82;635.841;6953.13;9370.791
07/2022;2715;521;208.26000000000002;78.993;535.815;823.068
07/2022;2725;334;138.321;71.568;489.735;699.624
07/2022;2735;944;498.861;233.68499999999997;1677.159;2409.705
07/2022;2745;326;259.434;137.25;733.464;1130.1480000000001
07/2022;2755;85;206.1;78.174;601.317;885.591
07/2022;2765;840;783.801;291.375;2253.555;3328.731
07/2022;2775;382;338.94000000000005;172.287;1257.723;1768.95
07/2022;2785;1358;1217.916;464.29200000000003;3658.1310000000003;5340.339
07/2022;2795;368;617.4720000000001;268.434;2312.298;3198.204
07/2022;2805;335;641.349;304.596;1894.743;2840.688
07/2022;2815;773;317.295;120.357;819.981;1257.633
07/2022;2825;406;7360.758;2764.08;21714.282;31839.120000000003
07/2022;2835;348;133.785;67.401;370.368;571.554
07/2022;2845;341;152.388;79.2;513.081;744.669
07/2022;2855;309;172.071;86.688;689.067;947.8260000000001
07/2022;2865;497;93.186;37.692;248.481;379.359
07/2022;2875;495;555.579;234.72000000000003;1392.84;2183.139
07/2022;2885;475;3284.2799999999997;1760.697;9126.297;14171.274000000001
07/2022;2895;826;1003.6350000000001;442.521;3592.719;5038.875
07/2022;2905;504;195.12;72.531;746.181;1013.832
07/2022;2915;570;347.967;140.067;1037.079;1525.113
07/2022;2925;286;192.69;88.61399999999999;586.917;868.2210000000001
07/2022;2935;474;298.881;149.895;754.3800000000001;1203.156
07/2022;2945;476;756.6210000000001;349.551;2245.869;3352.0409999999997
07/2022;2955;274;151.632;64.98;431.91900000000004;648.5310000000001
07/2022;2965;406;85.815;33.705000000000005;223.92000000000002;343.44000000000005
07/2022;2975;347;130.392;51.975;314.541;496.908
07/2022;2985;185;83.655;38.295;323.118;445.068
07/2022;2995;467;99.81;52.568999999999996;319.38300000000004;471.76199999999994
07/2022;3005;277;444.42900000000003;186.867;1270.197;1901.493
07/2022;3015;1005;911.115;444.708;2441.9880000000003;3797.811
07/2022;3025;728;732.6990000000001;392.796;1992.2130000000002;3117.708
07/2022;3035;462;188.424;82.692;690.291;961.407
07/2022;3045;590;240.15599999999998;100.494;744.21;1084.8600000000001
07/2022;3055;672;716.211;341.712;2248.092;3306.015
07/2022;3065;309;651.852;280.701;1608.462;2541.015
07/2022;3075;519;181.44;74.115;602.019;857.5740000000001
07/2022;3085;381;1739.871;653.3460000000001;3988.7010000000005;6381.918000000001
07/2022;3095;364;90.351;43.308;319.40999999999997;453.069
07/2022;3105;447;244.37699999999998;123.66000000000001;819.1800000000001;1187.217
07/2022;3115;910;2975.706;1106.19;10980.441;15062.337000000001
07/2022;3125;587;363.987;146.52;1115.298;1625.805
07/2022;3135;236;85.23;43.128;314.271;442.629
07/2022;3145;357;3380.0130000000004;1590.588;13236.741;18207.342
07/2022;3155;621;554.886;215.784;1630.161;2400.831
07/2022;3165;624;276.75;105.507;670.797;1053.054
07/2022;3175;857;315.31500000000005;133.209;793.917;1242.441
07/2022;3185;665;1195.281;626.796;3049.7850000000003;4871.862
07/2022;3195;928;199.07999999999998;94.122;490.76099999999997;783.9630000000001
07/2022;3205;337;223.884;91.449;580.5;895.833
07/2022;3215;724;258.354;91.251;753.2550000000001;1102.8600000000001
07/2022;3225;710;2421.81;868.6890000000001;8762.607;12053.106
07/2022;3235;565;293.625;136.90800000000002;1048.959;1479.4920000000002
07/2022;3245;1107;1521.405;706.1310000000001;4191.867;6419.403
07/2022;3255;771;1620.099;581.1210000000001;6533.793000000001;8735.013
07/2022;3265;602;2917.0530000000003;1140.048;9466.56;13523.661000000002
07/2022;3275;382;57.888;26.739;233.505;318.132
07/2022;3285;272;777.024;363.978;2234.754;3375.7560000000003
07/2022;3295;775;1261.134;655.4789999999999;5027.652;6944.265
07/2022;3305;323;28.845;15.129;96.95700000000001;140.931
07/2022;3315;784;1092.717;461.6460000000001;4378.320000000001;5932.683
07/2022;3325;744;575.487;291.204;2367.2340000000004;3233.925
07/2022;3335;675;1264.968;614.6279999999999;4624.2;6503.795999999999
07/2022;3345;435;1754.883;860.436;4710.492;7325.811
07/2022;3355;305;1237.6350000000002;462.411;2845.521;4545.567
07/2022;3365;910;354.888;129.267;1092.897;1577.052
07/2022;3375;981;1393.92;518.1750000000001;4236.12;6148.215
07/2022;3385;354;559.008;201.546;1363.8960000000002;2124.4500000000003
07/2022;3395;874;405.072;181.134;1201.0140000000001;1787.22
07/2022;3405;649;3935.988;1956.204;12349.881000000001;18242.073
07/2022;3415;419;1283.184;465.0210000000001;3348.612;5096.817
07/2022;3425;306;216.78300000000002;80.58600000000001;795.9060000000001;1093.275
07/2022;3435;615;1215.3690000000001;566.703;3181.9049999999997;4963.977
07/2022;3445;874;1472.436;721.953;3817.638;6012.027
07/2022;3455;597;442.98;225.162;1806.4530000000002;2474.5950000000003
07/2022;3465;597;77.787;28.044;296.577;402.408
07/2022;3475;349;99.441;43.434;402.444;545.319
07/2022;3485;553;647.2710000000001;337.914;2103.165;3088.35
07/2022;3495;438;847.7460000000001;318.339;2669.724;3835.809
07/2022;3505;672;320.013;154.78199999999998;866.4390000000001;1341.234
07/2022;3515;431;570.276;216.306;2227.14;3013.722
07/2022;3525;107;263.6496;136.425;726.8928;1126.9674
07/2022;3535;499;3261.2766;1548.8598;12874.1952;17684.3316
07/2022;3545;104;0.7038;0.27540000000000003;2.2746;3.2538
07/2022;3555;554;1784.7450000000001;859.3194000000001;5272.3086;7916.373
07/2022;3565;369;150.1746;78.06060000000001;613.9584;842.1936
07/2022;3575;421;107.73240000000001;39.443400000000004;332.23440000000005;479.4102
07/2022;3585;306;4507.1046;1858.8684;18996.4596;25362.4326
07/2022;3595;285;421.1784;148.7568;1013.2272;1583.1624
