Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
12/2022;2025;621;938.79;348.993;3590.181;4877.964
12/2022;2035;504;866.241;348.678;2581.704;3796.6230000000005
12/2022;2045;249;201.321;92.574;613.179;907.0740000000001
12/2022;2055;493;98.811;49.554;249.39900000000003;397.764
12/2022;2065;1244;539.145;249.084;1600.335;2388.5640000000003
12/2022;2075;812;364.626;156.267;1038.672;1559.565
12/2022;2085;483;897.282;352.413;2341.3950000000004;3591.09
12/2022;2095;391;750.897;299.30400000000003;1811.3760000000002;2861.577
12/2022;2105;394;519.489;237.789;2006.5049999999999;2763.783
12/2022;2115;575;695.502;366.336;2225.574;3287.412
12/2022;2125;1022;10472.778;4403.322;29931.435;44807.535
12/2022;2135;852;756.45;369.225;2027.4750000000001;3153.15
12/2022;2145;758;1416.5010000000002;759.384;3851.4959999999996;6027.381
12/2022;2155;1385;372.6;163.52100000000002;1365.0210000000002;1901.142
12/2022;2165;904;2644.2450000000003;1106.451;8194.185;11944.881000000001
12/2022;2175;412;68.652;32.76;215.496;316.908
12/2022;2185;243;97.533;41.994;240.65099999999998;380.178
12/2022;2195;489;239.43600000000004;97.794;794.421;1131.651
12/2022;2205;394;624.1949999999999;234.39600000000002;1430.982;2289.573
12/2022;2215;499;37.449;17.955;132.40800000000002;187.812
12/2022;2225;626;275.92199999999997;139.626;924.921;1340.469
12/2022;2235;675;525.672;195.417;1939.7520000000002;2660.841
12/2022;2245;800;513.387;206.64900000000003;1573.0739999999998;2293.11
12/2022;2255;1079;755.865;382.49100000000004;2787.003;3925.3590000000004
12/2022;2265;491;1774.53;835.0740000000001;6949.386;9558.99
12/2022;2275;584;34.353;13.365;100.944;148.662
12/2022;2285;896;752.4449999999999;286.848;1823.769;2863.062
12/2022;2295;244;125.505;53.019;316.00800000000004;494.53200000000004
12/2022;2305;269;737.0640000000001;386.505;1880.622;3004.191
12/2022;2315;584;1432.476;677.205;3531.186;5640.867
12/2022;2325;872;146.628;59.894999999999996;380.187;586.71
12/2022;2335;383;366.876;129.573;1069.632;1566.081
12/2022;2345;697;507.41999999999996;182.007;1835.9370000000001;2525.364
12/2022;2355;766;1448.406;675.36;5174.388;7298.154
12/2022;2365;547;2178.819;1011.2579999999999;6003.225;9193.302000000001
12/2022;2375;705;762.849;273.636;3076.56;4113.045
12/2022;2385;471;1591.614;622.035;5165.1720000000005;7378.821000000001
12/2022;2395;307;178.119;82.287;718.578;978.984
12/2022;2405;632;724.14;339.21;2082.663;3146.0130000000004
12/2022;2415;334;518.49;269.487;2067.003;2854.98
12/2022;2425;333;2942.514;1543.0230000000001;9891.171;14376.708
12/2022;2435;326;45.324;19.143;181.57500000000002;246.042
12/2022;2445;364;720.909;364.79699999999997;2965.437;4051.1430000000005
12/2022;2455;875;306.639;148.995;1120.941;1576.575
12/2022;2465;231;924.543;453.312;2481.6780000000003;3859.533
12/2022;2475;635;1387.5030000000002;518.409;3190.104;5096.016
12/2022;2485;732;129.681;47.232;399.348;576.261
12/2022;2495;358;880.821;327.438;2676.8250000000003;3885.0840000000003
12/2022;2505;559;479.286;172.809;1169.397;1821.4920000000002
12/2022;2515;520;225.55800000000002;100.863;668.772;995.193
12/2022;2525;500;1021.1850000000001;507.537;3204.1530000000002;4732.875
12/2022;2535;412;151.36200000000002;54.855000000000004;395.01;601.227
12/2022;2545;544;1228.347;456.63300000000004;4509.801;6194.781
12/2022;2555;633;1142.388;532.674;2990.844;4665.906
12/2022;2565;439;12355.434000000001;6058.026000000001;32034.384000000002;50447.844000000005
12/2022;2575;603;461.259;234.45000000000002;1881.0;2576.7090000000003
12/2022;2585;129;13.239;4.779;50.499;68.517
12/2022;2595;373;198.52200000000002;86.715;803.466;1088.7030000000002
12/2022;2605;290;248.076;129.519;806.085;1183.68
12/2022;2615;784;457.596;171.83700000000002;1441.0710000000001;2070.504
12/2022;2625;346;563.76;272.682;1526.391;2362.833
12/2022;2635;449;1320.624;500.93100000000004;5157.576;6979.131
12/2022;2645;673;1282.221;663.48;3535.146;5480.847
12/2022;2655;417;161.59500000000003;76.75200000000001;637.9380000000001;876.285
12/2022;2665;709;1055.1870000000001;412.389;3424.356;4891.932
12/2022;2675;229;409.761;197.28900000000002;1210.4640000000002;1817.5140000000001
12/2022;2685;483;282.897;147.042;1156.536;1586.4750000000001
12/2022;2695;734;81.792;29.943000000000005;252.216;363.951
