Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
04/2022;2025;340;51.453;18.738;147.78;217.971
04/2022;2035;760;568.422;227.691;1367.226;2163.339
04/2022;2045;186;64.341;24.156;155.304;243.801
04/2022;2055;632;126.288;59.427;497.07;682.785
04/2022;2065;361;137.691;57.617999999999995;369.171;564.48
04/2022;2075;203;380.44800000000004;155.394;1044.8010000000002;1580.643
04/2022;2085;553;1053.8280000000002;538.056;3804.3269999999998;5396.211
04/2022;2095;494;177.867;70.2;510.561;758.6279999999999
04/2022;2105;631;481.041;181.548;1147.77;1810.359
04/2022;2115;904;1806.795;781.731;5069.844;7658.37
04/2022;2125;382;116.919;57.852000000000004;291.29400000000004;466.06500000000005
04/2022;2135;707;333.0;126.30600000000001;1348.974;1808.28
04/2022;2145;535;933.4079999999999;489.47400000000005;3517.686;4940.568
04/2022;2155;593;288.306;135.04500000000002;1263.3120000000001;1686.663
04/2022;2165;567;685.827;257.53499999999997;1814.9940000000001;2758.356
04/2022;2175;307;433.125;218.187;1298.736;1950.0479999999998
04/2022;2185;368;139.995;68.328;551.9789999999999;760.302
04/2022;2195;1154;1925.55;893.7;5258.835;8078.085
04/2022;2205;525;670.428;339.246;1826.478;2836.152
04/2022;2215;898;715.446;328.995;2926.827;3971.2680000000005
04/2022;2225;482;357.723;166.79700000000003;1094.364;1618.884
04/2022;2235;450;501.084;241.263;1570.266;2312.6130000000003
04/2022;2245;355;110.82600000000001;43.74;449.217;603.783
04/2022;2255;830;1185.777;452.034;3578.139;5215.95
04/2022;2265;482;552.051;269.46;1926.0090000000002;2747.5200000000004
04/2022;2275;948;4770.594;2457.585;17782.821;25011.0
04/2022;2285;281;8205.417;3617.955;29517.075;41340.447
04/2022;2295;478;563.202;300.6;1427.445;2291.247
04/2022;2305;349;40.401;19.188000000000002;173.196;232.785
04/2022;2315;572;1178.838;604.575;4324.158;6107.571
04/2022;2325;656;214.731;81.045;640.2330000000001;936.009
04/2022;2335;619;5724.2519999999995;2095.7670000000003;13201.542;21021.561
04/2022;2345;556;2690.2619999999997;1289.412;7074.972;11054.646
04/2022;2355;516;1572.984;661.374;4598.55;6832.908
04/2022;2365;490;1829.2140000000002;950.7420000000001;5231.448;8011.4039999999995
04/2022;2375;470;67.08600000000001;29.168999999999997;177.984;274.239
04/2022;2385;606;171.063;65.214;668.988;905.265
04/2022;2395;508;1769.3190000000002;761.895;6913.629000000001;9444.843
04/2022;2405;377;449.001;168.606;1107.558;1725.165
04/2022;2415;403;44.325;18.279;104.787;167.39100000000002
04/2022;2425;189;251.001;119.754;791.478;1162.233
04/2022;2435;449;2303.757;1208.061;7227.693;10739.511
04/2022;2445;733;1079.613;566.136;3138.408;4784.157
04/2022;2455;210;25.425;12.294;110.781;148.5
04/2022;2465;568;1854.216;710.397;4423.428;6988.041
04/2022;2475;437;1008.7379999999999;388.404;2955.33;4352.472
04/2022;2485;1145;1294.3170000000002;488.493;5263.884;7046.694
04/2022;2495;788;457.67699999999996;215.37900000000002;1191.357;1864.4130000000002
04/2022;2505;510;694.071;268.57800000000003;2246.184;3208.833
04/2022;2515;628;767.196;362.7;2232.891;3362.787
04/2022;2525;267;1030.842;496.33200000000005;2726.784;4253.958
04/2022;2535;505;270.693;132.723;1166.3100000000002;1569.726
04/2022;2545;323;2011.473;717.795;7767.909000000001;10497.177000000001
04/2022;2555;201;59.760000000000005;29.294999999999998;246.98700000000002;336.04200000000003
04/2022;2565;488;858.654;432.54900000000004;3694.1400000000003;4985.343000000001
04/2022;2575;658;1998.6299999999999;1006.83;5756.814;8762.274000000001
04/2022;2585;976;844.794;298.368;1905.2640000000001;3048.426
04/2022;2595;829;932.4449999999999;484.641;3139.4700000000003;4556.5560000000005
04/2022;2605;436;49.059;23.400000000000002;131.076;203.535
04/2022;2615;334;1321.5059999999999;624.744;5716.134;7662.384
04/2022;2625;687;1775.763;687.159;4416.759;6879.6810000000005
04/2022;2635;485;467.55;235.53;1672.182;2375.2619999999997
04/2022;2645;324;168.33599999999998;70.101;431.334;669.7710000000001
04/2022;2655;389;149.44500000000002;62.829;522.252;734.526
04/2022;2665;615;521.9730000000001;271.296;2354.607;3147.8759999999997
04/2022;2675;479;318.132;153.873;1138.941;1610.9460000000001
04/2022;2685;384;43.893;18.720000000000002;160.20000000000002;222.813
04/2022;2695;644;984.2399999999999;390.393;2829.132;4203.765
04/2022;2705;427;171.63;87.23700000000001;643.1039999999999;901.9710000000001
04/2022;2715;451;662.562;260.226;1605.393;2528.181
04/2022;2725;239;82.422;43.227000000000004;228.294;353.943
04/2022;2735;529;1178.073;582.876;3707.8379999999997;5468.787
04/2022;2745;390;390.36600000000004;199.305;1202.634;1792.305
04/2022;2755;551;224.199;84.618;860.931;1169.748
04/2022;2765;664;294.201;123.696;1124.145;1542.0420000000001
04/2022;2775;294;107.667;38.421;422.352;568.44
04/2022;2785;287;174.375;65.151;699.786;939.3120000000001
04/2022;2795;217;120.47400000000002;42.993;460.458;623.9250000000001
04/2022;2805;359;405.05400000000003;159.09300000000002;1244.007;1808.154
04/2022;2815;398;1748.1960000000001;774.4590000000001;6786.045;9308.7
04/2022;2825;837;271.197;119.016;1158.255;1548.468
04/2022;2835;676;667.1880000000001;303.975;2092.437;3063.6
04/2022;2845;126;224.523;118.79100000000001;569.754;913.068
04/2022;2855;691;165.663;86.48100000000001;654.8580000000001;907.002
04/2022;2865;970;111.375;55.854000000000006;475.96500000000003;643.194
04/2022;2875;395;40.797;20.096999999999998;172.42200000000003;233.316
04/2022;2885;472;655.191;346.626;1927.4759999999999;2929.293
04/2022;2895;545;346.87800000000004;171.63;894.33;1412.838
04/2022;2905;463;695.727;249.552;1910.5380000000002;2855.817
04/2022;2915;568;2439.954;1201.77;8259.345;11901.069
04/2022;2925;231;407.43;178.803;1174.23;1760.463
04/2022;2935;398;416.223;182.655;1226.97;1825.848
04/2022;2945;330;251.36100000000002;100.197;812.556;1164.114
04/2022;2955;748;756.666;327.384;2565.936;3649.986
04/2022;2965;489;88.101;33.759;244.07999999999998;365.94000000000005
04/2022;2975;637;133.182;67.095;558.342;758.619
04/2022;2985;473;375.039;142.25400000000002;1412.901;1930.194
04/2022;2995;638;549.9630000000001;197.27100000000002;1989.8729999999998;2737.107
04/2022;3005;567;295.875;134.17200000000003;725.994;1156.041
04/2022;3015;481;5494.104;2456.847;17370.549000000003;25321.5
04/2022;3025;531;435.069;221.139;1523.871;2180.079
04/2022;3035;455;365.634;193.446;1542.7079999999999;2101.788
04/2022;3045;977;2831.715;1117.683;7113.339;11062.737000000001
04/2022;3055;340;707.589;298.935;1998.018;3004.5420000000004
04/2022;3065;272;1154.781;504.38699999999994;2753.505;4412.673000000001
04/2022;3075;456;759.393;299.73600000000005;3062.007;4121.136
04/2022;3085;249;38.727000000000004;16.839000000000002;103.203;158.769
04/2022;3095;60;28.755;13.041;73.66499999999999;115.461
04/2022;3105;547;5821.956;2615.661;18519.624;26957.241
04/2022;3115;505;727.767;308.934;2003.4810000000002;3040.1820000000002
04/2022;3125;241;263.043;128.394;686.898;1078.335
04/2022;3135;177;361.467;147.636;1355.7420000000002;1864.8450000000003
04/2022;3145;372;119.88;56.673;363.375;539.928
04/2022;3155;767;325.39500000000004;130.977;1305.684;1762.056
04/2022;3165;413;1322.19;569.349;4132.476000000001;6024.015
04/2022;3175;387;486.06300000000005;173.457;1712.862;2372.382
04/2022;3185;607;150.813;56.916000000000004;347.697;555.426
04/2022;3195;425;422.73;224.64;1489.158;2136.5280000000002
04/2022;3205;427;780.417;318.762;2744.091;3843.2700000000004
04/2022;3215;278;116.406;47.313;400.81500000000005;564.534
04/2022;3225;249;185.05800000000002;75.591;447.642;708.291
04/2022;3235;237;757.611;304.95599999999996;1956.0780000000002;3018.6450000000004
04/2022;3245;270;208.557;86.427;843.966;1138.95
04/2022;3255;485;1031.6879999999999;533.853;3388.698;4954.2390000000005
04/2022;3265;451;904.428;449.505;2514.447;3868.38
04/2022;3275;510;1267.8390000000002;545.9490000000001;3682.5299999999997;5496.318
04/2022;3285;543;24.039;11.781;98.343;134.163
