Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
10/2022;2025;1110;884.8800000000001;439.79400000000004;2776.491;4101.165000000001
10/2022;2035;865;613.7550000000001;222.426;1601.6760000000002;2437.857
10/2022;2045;682;1496.763;556.416;5495.283;7548.462
10/2022;2055;806;345.825;161.244;905.3820000000001;1412.451
10/2022;2065;394;1494.621;732.8340000000001;3875.1659999999997;6102.621
10/2022;2075;1172;181.413;92.205;739.791;1013.409
10/2022;2085;813;491.5710000000001;177.22799999999998;1874.1509999999998;2542.9500000000003
10/2022;2095;665;2489.058;1087.173;10073.52;13649.751
10/2022;2105;677;322.569;168.40800000000002;1048.149;1539.1260000000002
10/2022;2115;772;2214.927;831.744;6975.279;10021.95
10/2022;2125;239;140.81400000000002;68.11200000000001;381.249;590.1750000000001
10/2022;2135;631;1479.672;561.258;5778.711;7819.641
10/2022;2145;1034;2008.296;1039.1940000000002;5536.98;8584.47
10/2022;2155;775;360.882;171.39600000000002;1424.6370000000002;1956.915
10/2022;2165;1036;276.102;107.91000000000001;896.0310000000001;1280.0430000000001
10/2022;2175;375;1138.0230000000001;547.9380000000001;3361.833;5047.794
10/2022;2185;319;1149.8129999999999;597.627;4700.691;6448.131
10/2022;2195;420;411.17400000000004;150.543;1267.983;1829.7
10/2022;2205;1186;1125.351;464.13000000000005;4743.099;6332.58
10/2022;2215;336;188.17200000000003;66.456;452.67300000000006;707.301
10/2022;2225;367;2734.578;1304.6850000000002;9032.778;13072.041
10/2022;2235;275;531.5400000000001;223.488;1247.697;2002.7250000000001
10/2022;2245;358;121.5;44.028000000000006;407.223;572.751
10/2022;2255;348;136.665;56.088;503.1;695.853
10/2022;2265;717;919.197;357.471;2688.1380000000004;3964.806
10/2022;2275;342;126.504;58.176;458.81100000000004;643.491
10/2022;2285;188;116.22599999999998;48.636;343.962;508.824
10/2022;2295;804;829.5210000000001;381.46500000000003;2772.5310000000004;3983.5170000000003
10/2022;2305;798;1387.17;686.331;4446.945000000001;6520.446
10/2022;2315;415;326.862;146.85299999999998;845.829;1319.544
10/2022;2325;509;163.161;73.647;549.927;786.735
10/2022;2335;270;799.902;331.506;3106.071;4237.479
10/2022;2345;481;133.452;62.226;349.398;545.076
10/2022;2355;339;684.27;254.376;2254.014;3192.6600000000003
10/2022;2365;534;231.714;122.04900000000002;589.6080000000001;943.3710000000001
10/2022;2375;474;64.026;28.628999999999998;221.427;314.08200000000005
10/2022;2385;263;224.199;86.751;849.312;1160.2620000000002
10/2022;2395;919;299.268;127.03500000000001;918.504;1344.807
10/2022;2405;445;297.31500000000005;137.358;1175.229;1609.902
10/2022;2415;919;162.072;73.503;524.331;759.9060000000001
10/2022;2425;586;460.21500000000003;205.794;1231.443;1897.4520000000002
10/2022;2435;253;56.745;23.634;157.419;237.79800000000003
10/2022;2445;381;2474.6310000000003;901.404;5699.322;9075.357
10/2022;2455;827;1311.4440000000002;554.058;5508.009;7373.511000000001
10/2022;2465;344;281.745;128.367;677.718;1087.8300000000002
10/2022;2475;464;459.20700000000005;191.232;1171.53;1821.969
10/2022;2485;837;1308.924;509.02200000000005;3376.197;5194.143000000001
10/2022;2495;490;489.672;231.48899999999998;1196.829;1917.99
10/2022;2505;662;260.478;111.63600000000001;719.118;1091.232
10/2022;2515;707;914.4720000000001;481.662;3736.7099999999996;5132.844
10/2022;2525;542;2708.172;1027.233;6967.764;10703.169
10/2022;2535;490;2138.0310000000004;877.527;5407.785;8423.343
10/2022;2545;535;1251.027;670.671;4614.687000000001;6536.385
10/2022;2555;901;3118.581;1362.141;11464.911000000002;15945.633
10/2022;2565;330;282.36600000000004;147.411;747.693;1177.47
10/2022;2575;764;293.72400000000005;140.778;1289.709;1724.211
10/2022;2585;306;87.156;32.067;299.115;418.338
10/2022;2595;438;290.511;132.354;898.578;1321.443
10/2022;2605;322;94.167;45.342000000000006;235.49400000000003;374.994
10/2022;2615;542;1388.3670000000002;635.49;4090.5090000000005;6114.366
10/2022;2625;482;678.2130000000001;314.784;2754.162;3747.159
10/2022;2635;391;182.979;64.962;609.993;857.934
10/2022;2645;886;1150.425;483.6960000000001;3537.135;5171.256
10/2022;2655;521;205.04700000000003;89.991;701.712;996.75
10/2022;2665;530;526.23;251.07300000000004;2189.5020000000004;2966.805
10/2022;2675;389;296.406;147.98700000000002;902.241;1346.634
10/2022;2685;768;768.177;356.53499999999997;2674.989;3799.7010000000005
10/2022;2695;156;219.717;80.442;580.077;880.236
10/2022;2705;616;236.133;106.092;723.888;1066.113
10/2022;2715;447;81.936;33.632999999999996;344.88;460.449
10/2022;2725;1114;2312.568;1223.469;7146.846;10682.883000000002
10/2022;2735;988;561.744;199.42200000000003;1996.6680000000001;2757.8340000000003
10/2022;2745;464;314.694;121.77000000000001;886.158;1322.622
10/2022;2755;434;89.64;47.844;319.27500000000003;456.759
10/2022;2765;721;2388.7799999999997;1018.8989999999999;9260.262;12667.941
10/2022;2775;860;2462.184;1234.791;7472.133000000001;11169.108
10/2022;2785;822;724.581;263.934;2420.154;3408.669
10/2022;2795;374;819.9449999999999;317.286;2603.664;3740.8950000000004
10/2022;2805;774;1462.419;753.3720000000001;6306.48;8522.271
10/2022;2815;606;122.76;47.034;357.516;527.31
10/2022;2825;437;410.346;152.54100000000003;983.502;1546.3890000000001
10/2022;2835;787;75.62700000000001;30.293999999999997;314.415;420.336
10/2022;2845;713;441.45;188.298;1651.941;2281.6890000000003
10/2022;2855;418;548.145;286.17300000000006;1663.65;2497.968
10/2022;2865;592;910.989;347.283;3021.552;4279.824
10/2022;2875;1112;293.09400000000005;143.703;1262.799;1699.596
10/2022;2885;371;109.161;45.675000000000004;299.232;454.068
10/2022;2895;234;90.801;45.333;289.296;425.43
10/2022;2905;417;109.764;50.472;375.678;535.9140000000001
10/2022;2915;442;122.93100000000001;62.208000000000006;427.896;613.035
10/2022;2925;691;856.8720000000001;307.359;3437.46;4601.691
10/2022;2935;550;724.833;331.776;2612.169;3668.7780000000002
10/2022;2945;861;1073.088;466.49700000000007;3609.5310000000004;5149.116
10/2022;2955;453;618.552;328.69800000000004;1766.943;2714.193
10/2022;2965;747;615.456;224.181;1767.933;2607.57
10/2022;2975;274;304.62300000000005;122.02200000000002;732.708;1159.353
10/2022;2985;353;22.878000000000004;8.586;55.224000000000004;86.688
10/2022;2995;537;116.10000000000001;54.63;456.966;627.696
10/2022;3005;455;586.341;245.34900000000002;1572.039;2403.729
10/2022;3015;594;1176.489;480.537;3230.946;4887.972
10/2022;3025;223;74.07900000000001;37.818000000000005;267.408;379.305
10/2022;3035;1179;595.8720000000001;235.197;1710.414;2541.483
10/2022;3045;687;247.19400000000002;93.294;589.806;930.2940000000001
10/2022;3055;709;1941.1920000000002;839.8800000000001;5446.953;8228.025
10/2022;3065;795;938.304;464.23800000000006;2337.57;3740.1120000000005
10/2022;3075;753;2670.0299999999997;1012.77;10816.407;14499.207
10/2022;3085;750;1406.925;737.775;5302.161;7446.861000000001
10/2022;3095;360;44.01;20.61;192.834;257.454
10/2022;3105;747;620.568;233.037;1642.311;2495.9159999999997
10/2022;3115;638;732.3570000000001;368.937;2196.0;3297.294
10/2022;3125;396;138.47400000000002;67.59;545.994;752.058
10/2022;3135;246;155.619;72.22500000000001;424.99800000000005;652.842
10/2022;3145;866;1328.724;672.3720000000001;3619.953;5621.049
10/2022;3155;271;239.54400000000004;110.151;979.938;1329.633
10/2022;3165;688;527.265;245.853;1613.052;2386.17
10/2022;3175;389;102.807;49.5;322.182;474.48900000000003
10/2022;3185;397;375.354;148.15800000000002;1521.441;2044.9530000000002
10/2022;3195;310;77.805;29.655000000000005;234.75599999999997;342.216
10/2022;3205;288;706.815;344.988;2465.919;3517.722
10/2022;3215;632;1684.2600000000002;867.645;6278.22;8830.125
10/2022;3225;564;792.297;349.34400000000005;2850.1020000000003;3991.7430000000004
10/2022;3235;472;250.66799999999998;133.794;635.328;1019.79
10/2022;3245;670;559.485;265.716;2398.239;3223.44
10/2022;3255;477;564.498;289.512;2070.675;2924.685
10/2022;3265;372;304.425;114.894;907.6410000000001;1326.96
10/2022;3275;589;198.171;72.558;457.04699999999997;727.776
10/2022;3285;347;2511.927;1203.939;6605.982;10321.848
10/2022;3295;380;227.34;95.58;664.5960000000001;987.5160000000001
10/2022;3305;290;232.659;120.92400000000002;665.388;1018.9710000000001
10/2022;3315;532;396.747;172.476;1052.487;1621.71
10/2022;3325;314;116.55;44.433;455.81399999999996;616.797
10/2022;3335;299;1390.095;598.59;5431.77;7420.455000000001
10/2022;3345;957;932.7690000000001;350.271;2300.8590000000004;3583.8990000000003
10/2022;3355;796;257.391;106.155;608.508;972.054
10/2022;3365;676;474.57;226.42200000000003;1496.4660000000001;2197.458
10/2022;3375;520;737.2529999999999;386.604;2313.018;3436.875
10/2022;3385;693;230.382;120.80699999999999;669.717;1020.906
10/2022;3395;440;406.341;196.53300000000002;1770.66;2373.534
10/2022;3405;469;182.52;69.93;435.42;687.87
10/2022;3415;601;462.2130000000001;177.975;1354.1760000000002;1994.364
10/2022;3425;405;692.901;261.513;2817.972;3772.386
10/2022;3435;351;700.407;329.598;1823.184;2853.1890000000003
10/2022;3445;587;3225.132;1248.0030000000002;10437.318000000001;14910.453
10/2022;3455;534;746.6039999999999;352.962;2172.951;3272.5170000000003
10/2022;3465;448;1074.888;517.545;2843.3250000000003;4435.758
10/2022;3475;347;253.73700000000002;124.41600000000001;1093.248;1471.401
10/2022;3485;509;230.625;82.305;890.649;1203.579
10/2022;3495;737;561.879;275.49;2322.522;3159.891
10/2022;3505;382;2854.332;1437.903;12280.086000000001;16572.321
10/2022;3515;517;236.34000000000003;119.052;680.724;1036.116
10/2022;3525;436;81.3144;28.723200000000002;183.39600000000002;293.4336
10/2022;3535;327;234.27360000000002;121.7676;788.7864000000001;1144.8276
10/2022;3545;203;90.4638;43.1664;241.74;375.3702
10/2022;3555;491;86.08800000000001;40.698;372.3714;499.1574
10/2022;3565;559;957.1578;370.3824;2380.6596;3708.1998
10/2022;3575;298;34.323;17.288999999999998;122.7366;174.3486
10/2022;3585;530;636.4188;265.0266;1630.7148;2532.1602000000003
10/2022;3595;308;371.4228;156.1722;1298.001;1825.596
10/2022;3605;415;867.0305999999999;450.6462;3911.2104;5228.8872
10/2022;3615;535;527.952;255.357;1890.1109999999999;2673.42
10/2022;3625;357;715.3872;305.14320000000004;2611.2612;3631.7916
10/2022;3635;91;138.3324;54.876;397.64700000000005;590.8554
10/2022;3645;118;135.1602;68.69699999999999;506.4606;710.3178
10/2022;3655;185;630.8802;247.7784;1528.6332000000002;2407.2918
10/2022;3665;425;1041.93;546.3833999999999;2885.8044;4474.1178
10/2022;3675;271;77.5506;38.3622;244.0758;359.9886
10/2022;3685;118;2046.8748;1045.0818;6306.078600000001;9398.0352
10/2022;3705;639;742.5906;280.2552;2851.5732;3874.419
10/2022;3715;242;890.817;374.544;3403.8624;4669.2234
10/2022;3725;586;732.207;261.2934;2872.2792;3865.7796000000003
10/2022;3735;625;54.9372;20.5224;220.4628;295.9224
10/2022;3745;609;965.0526;344.3826;3688.422;4997.8571999999995
10/2022;3755;166;52.1832;20.502000000000002;160.2726;232.9578
10/2022;3765;658;661.725;293.13779999999997;2568.6047999999996;3523.4676
10/2022;3775;251;71.4102;31.3344;304.9698;407.7144
10/2022;3785;426;569.4762;259.4574;1786.0098;2614.9434
10/2022;3795;542;197.21699999999998;104.3358;500.4426;801.9954
10/2022;3805;340;207.69240000000002;108.4362;821.0082;1137.1368
10/2022;3815;144;20.298;10.1796;86.74080000000001;117.2184
10/2022;3825;181;778.0559999999999;383.2242;3288.0516;4449.3318
10/2022;3835;73;18.564;9.822600000000001;54.620999999999995;83.0076
10/2022;3845;309;372.096;184.09980000000002;959.3304;1515.5262
10/2022;3855;457;5908.5437999999995;2119.3662;16225.609199999999;24253.5192
10/2022;3865;229;683.604;336.70200000000006;2314.0434;3334.3494
10/2022;3875;34;73.3278;35.4654;253.83720000000002;362.6304
10/2022;3885;153;1386.4146;608.4300000000001;3995.6868000000004;5990.5314
10/2022;3895;152;57.1098;25.0614;168.3612;250.5324
10/2022;3905;77;29.223;11.6484;94.47240000000001;135.3438
10/2022;3915;99;24.582;10.6386;83.36460000000001;118.5852
10/2022;3925;223;44.625;17.095200000000002;123.63419999999999;185.3544
10/2022;3935;153;21.0426;10.608;88.23;119.8806
10/2022;3945;267;38.2092;14.494200000000001;143.93220000000002;196.6356
10/2022;3955;254;233.2842;83.6808;844.0806;1161.0456
10/2022;3965;652;579.5742;262.8336;1422.135;2264.5427999999997
10/2022;3975;433;226.1034;101.1024;714.8670000000001;1042.0728
10/2022;3985;156;155.7438;79.1622;545.496;780.402
10/2022;3995;289;497.4948;263.2008;2099.058;2859.7536
10/2022;4005;121;107.81400000000001;42.5544;270.8202;421.1886
10/2022;4015;422;461.7336;195.07500000000002;1303.8048000000001;1960.6134000000002
10/2022;4025;373;172.9206;75.53099999999999;412.32480000000004;660.7764000000001
