Data;ID_Veiculo;KM Percorridos;ValorAbastecimento;ValorManutencao;CustoFixo;CustoTotal
06/2022;2025;506;595.899;272.763;1755.693;2624.355
06/2022;2035;626;600.3000000000001;278.613;2437.74;3316.6530000000002
06/2022;2045;272;787.167;279.45;2624.085;3690.7019999999998
06/2022;2055;372;460.99800000000005;193.833;1417.419;2072.25
06/2022;2065;492;204.99300000000002;89.955;701.487;996.4350000000001
06/2022;2075;655;324.954;155.034;1352.016;1832.004
06/2022;2085;866;4419.189;2206.2780000000002;13451.706;20077.173000000003
06/2022;2095;263;58.13100000000001;26.982;202.437;287.55
06/2022;2105;179;98.046;35.892;258.84900000000005;392.78700000000003
06/2022;2115;334;94.88700000000001;42.632999999999996;290.88;428.40000000000003
06/2022;2125;174;40.005;16.416;168.372;224.793
06/2022;2135;340;1005.6600000000001;532.053;3107.943;4645.656
06/2022;2145;272;386.77500000000003;137.313;1374.768;1898.8560000000002
06/2022;2155;264;3050.784;1180.539;8590.86;12822.183
06/2022;2165;981;4028.886;2150.3880000000004;14349.861;20529.135000000002
06/2022;2175;396;320.661;136.773;1243.0800000000002;1700.5140000000001
06/2022;2185;731;1833.921;919.71;5565.483;8319.114
06/2022;2195;320;906.552;330.21900000000005;3027.969;4264.740000000001
06/2022;2205;563;710.802;275.058;2257.092;3242.952
06/2022;2215;441;591.462;304.68600000000004;2550.582;3446.73
06/2022;2225;452;540.099;206.928;1572.921;2319.948
06/2022;2235;322;78.903;29.331000000000003;189.117;297.351
06/2022;2245;388;423.20700000000005;169.52400000000003;1759.365;2352.096
06/2022;2255;1172;251.13600000000002;107.118;939.7800000000001;1298.034
06/2022;2265;865;123.759;64.611;375.624;563.994
06/2022;2275;189;38.97;14.85;129.231;183.051
06/2022;2285;660;517.815;253.89000000000001;2231.0460000000003;3002.7509999999997
06/2022;2295;486;295.23600000000005;123.53399999999999;809.307;1228.077
06/2022;2305;466;66.852;33.38100000000001;212.994;313.227
06/2022;2315;297;267.768;123.129;916.461;1307.358
06/2022;2325;776;299.502;151.56;1042.5149999999999;1493.577
06/2022;2335;696;940.77;337.455;3774.06;5052.285
06/2022;2345;262;127.22400000000002;58.239;458.496;643.9590000000001
06/2022;2355;443;351.981;153.009;1183.932;1688.922
06/2022;2365;442;114.48899999999999;60.839999999999996;327.051;502.38000000000005
06/2022;2375;551;9040.401;3293.0280000000002;25969.158;38302.587
06/2022;2385;517;1055.718;422.874;2539.3140000000003;4017.9060000000004
06/2022;2395;297;213.876;80.316;516.249;810.441
06/2022;2405;479;663.0029999999999;312.00300000000004;2609.5860000000002;3584.592
06/2022;2415;261;1210.2030000000002;506.40299999999996;3244.6710000000003;4961.277
06/2022;2425;879;303.687;124.04700000000001;834.0300000000001;1261.7640000000001
06/2022;2435;540;145.62;74.349;525.681;745.65
06/2022;2445;752;279.009;110.124;800.865;1189.998
06/2022;2455;306;938.475;354.18600000000004;2239.2090000000003;3531.8700000000003
06/2022;2465;649;2991.654;1294.3890000000001;8394.552000000001;12680.595
06/2022;2475;428;175.74300000000002;86.949;437.83200000000005;700.524
06/2022;2485;662;70.46100000000001;26.721;285.41700000000003;382.59900000000005
06/2022;2495;376;66.519;34.884;250.677;352.08
06/2022;2505;371;220.365;103.23;965.6370000000001;1289.232
06/2022;2515;842;168.642;63.324;446.31;678.276
06/2022;2525;457;66.06;33.282;198.09900000000002;297.44100000000003
06/2022;2535;416;80.397;39.24;316.98;436.617
06/2022;2545;895;3648.519;1693.377;9964.386;15306.282
06/2022;2555;577;685.206;346.725;1866.744;2898.675
06/2022;2565;356;245.772;113.022;1005.4530000000001;1364.247
06/2022;2575;714;401.949;187.41600000000003;1229.652;1819.017
06/2022;2585;727;8554.41;4118.795999999999;26807.193;39480.399000000005
06/2022;2595;255;1450.5030000000002;572.517;5879.403;7902.423
06/2022;2605;361;121.54500000000002;46.341;366.777;534.663
06/2022;2615;1197;452.043;220.644;1577.088;2249.775
06/2022;2625;691;751.455;387.117;2801.115;3939.6870000000004
06/2022;2635;353;239.634;105.66000000000001;862.038;1207.332
06/2022;2645;211;269.90999999999997;144.063;684.1080000000001;1098.081
06/2022;2655;529;169.65;80.577;727.236;977.463
06/2022;2665;276;1292.976;663.111;4742.856000000001;6698.943
06/2022;2675;466;581.0400000000001;219.285;1732.338;2532.663
06/2022;2685;365;11729.232;4294.305;27050.481;43074.018
06/2022;2695;473;555.399;266.202;1460.6190000000001;2282.2200000000003
06/2022;2705;771;601.758;253.008;1759.2030000000002;2613.969
06/2022;2715;666;2604.213;1353.555;7447.896000000001;11405.663999999999
06/2022;2725;756;124.72200000000001;54.225;330.867;509.814
06/2022;2735;425;93.294;35.559;364.851;493.70399999999995
06/2022;2745;444;334.161;143.892;1305.729;1783.7820000000002
06/2022;2755;233;216.432;81.27;533.8710000000001;831.5730000000001
06/2022;2765;767;773.514;319.023;1828.683;2921.2200000000003
06/2022;2775;171;475.929;227.07000000000002;1500.75;2203.7490000000003
06/2022;2785;928;1741.05;912.9960000000001;5462.289;8116.335
06/2022;2795;966;1025.748;537.894;2981.826;4545.468000000001
06/2022;2805;267;121.266;58.653000000000006;528.426;708.345
06/2022;2815;611;506.88900000000007;194.202;1209.24;1910.3310000000001
06/2022;2825;958;818.244;315.063;2397.24;3530.547
06/2022;2835;600;531.486;200.592;2161.5119999999997;2893.59
06/2022;2845;422;131.643;61.956;342.675;536.274
06/2022;2855;426;147.042;56.898;475.857;679.797
06/2022;2865;1052;2288.205;1081.7640000000001;6659.712;10029.681
06/2022;2875;318;323.595;155.80800000000002;855.981;1335.384
06/2022;2885;603;201.483;98.784;868.1039999999999;1168.371
06/2022;2895;770;1446.075;516.033;5584.446;7546.554
06/2022;2905;673;895.797;439.227;3702.816;5037.84
06/2022;2915;761;568.1070000000001;286.19100000000003;2444.139;3298.437
06/2022;2925;363;131.616;66.303;379.107;577.026
06/2022;2935;437;469.935;165.969;1059.831;1695.7350000000001
06/2022;2945;826;1965.1590000000003;1021.4100000000001;6616.539;9603.108
06/2022;2955;284;3707.7209999999995;1768.968;9907.263;15383.952
06/2022;2965;723;553.599;261.711;2394.558;3209.868
06/2022;2975;618;2524.464;976.8690000000001;6278.9310000000005;9780.264
06/2022;2985;540;690.12;347.652;2468.214;3505.986
06/2022;2995;340;362.835;151.092;929.691;1443.618
06/2022;3005;546;92.052;38.708999999999996;321.714;452.475
06/2022;3015;647;3838.644;1995.165;17316.225000000002;23150.034
06/2022;3025;355;216.315;104.625;774.4050000000001;1095.345
06/2022;3035;857;184.626;78.75;673.902;937.2780000000001
06/2022;3045;449;6154.686;2441.241;17691.3;26287.227
06/2022;3055;365;190.431;96.795;713.5740000000001;1000.8000000000001
06/2022;3065;640;391.761;153.864;949.239;1494.864
06/2022;3075;740;1775.4660000000001;931.041;4917.447;7623.954
06/2022;3085;616;3595.1130000000003;1778.7420000000002;11315.142;16688.997000000003
06/2022;3095;580;406.242;207.41400000000002;1251.558;1865.2140000000002
06/2022;3105;1156;476.109;179.694;1828.314;2484.117
06/2022;3115;531;209.898;88.254;802.053;1100.2050000000002
06/2022;3125;416;480.645;171.52200000000002;1885.4460000000001;2537.6130000000003
06/2022;3135;210;122.43599999999999;45.747;491.34600000000006;659.529
06/2022;3145;628;240.84000000000003;85.95;920.493;1247.283
06/2022;3155;1146;9826.812;3859.5510000000004;30180.177;43866.54
06/2022;3165;196;321.732;142.52400000000003;1248.858;1713.114
06/2022;3175;168;234.225;102.789;1000.332;1337.346
06/2022;3185;509;253.593;115.533;795.321;1164.447
06/2022;3195;619;51.777;27.396;131.39100000000002;210.56400000000002
06/2022;3205;844;1084.005;565.92;4285.044;5934.969
06/2022;3215;334;23.193;11.628;99.117;133.938
